"Campaign name","Ad set name","Ad name",Day,"Delivery status","Delivery level",Reach,Impressions,Frequency,"Attribution setting","Result type",Results,"Amount spent (JPY)","Cost per result",Starts,Ends,"Purchases rate per link clicks","Purchases rate per landing page views","CPC (cost per link click)","CPM (cost per 1,000 impressions)","Cost per purchase",Purchases,"Link clicks","Cost per unique link click","Cost per add to cart","Cost per checkout initiated","Landing page views","Cost per landing page view","Landing page views rate per link clicks","Unique link clicks","Unique CTR (link click-through rate)","Reporting starts","Reporting ends"
"ABOS Sales Campaign","Zaiko + InBound (English)","JD w/ Confetti",2025-12-17,not_delivering,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view",,,4,,2025-12-06,2026-01-19,0,0,,2000,,,,,,,,,0,,,2025-12-17,2025-12-17
Sales,"JD Interest","JD w/ Confetti - Copy",2025-12-17,not_delivering,ad,5,5,1,"7-day click or 1-day view",,,2,,2025-12-17,2026-01-13,0,0,,400,,,,,,,,,0,,,2025-12-17,2025-12-17
Sales,"Account Engagers - Broad","Black and white photo",2025-12-17,not_delivering,ad,15610,18250,1.16912236,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",5,18422,3684.4,2025-11-29,2026-01-13,1.30208333,1.4619883,47.97395833,1009.42465753,3684.4,5,384,50.88950276,1417.07692308,3070.33333333,342,53.86549708,89.0625,362,2.31902627,2025-12-17,2025-12-17
Sales,"Account Engagers - Broad","Flexible 3 Groups",2025-12-17,not_delivering,ad,20898,24010,1.14891377,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",2,24886,12443,2025-11-29,2026-01-13,0.32154341,0.34423408,40.0096463,1036.484798,12443,2,622,43.20486111,3555.14285714,6221.5,581,42.83304647,93.40836013,576,2.75624462,2025-12-17,2025-12-17
Sales,"Account Engagers - Broad","JD Gpainting with graphics",2025-12-17,not_delivering,ad,3353,3810,1.13629585,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",4,3589,897.25,2025-11-29,2026-01-13,7.84313725,9.52380952,70.37254902,941.99475066,897.25,4,51,73.24489796,897.25,1196.33333333,42,85.45238095,82.35294118,49,1.46137787,2025-12-17,2025-12-17
Sales,"JD Interest","JD Spray Painting Ground - Copy 2",2025-12-17,not_delivering,ad,7,7,1,"7-day click or 1-day view",,,25,,2025-12-17,2026-01-13,0,0,12.5,3571.42857143,,,2,25,,,2,12.5,100,1,14.28571429,2025-12-17,2025-12-17
Sales,"Web Audience Retarg","JD Konnichiwa Video",2025-12-17,not_delivering,ad,6068,6767,1.11519446,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,5056,5056,2025-11-27,2026-01-13,0.79365079,0.96153846,40.12698413,747.15531255,5056,1,126,41.10569106,1264,5056,104,48.61538462,82.53968254,123,2.02702703,2025-12-17,2025-12-17
Sales,"Web Audience Retarg","JD Graffiti Paint - Copy",2025-12-17,not_delivering,ad,173,183,1.05780347,"7-day click, 1-day view, or 1-day engaged-view",,,274,,2025-11-27,2026-01-13,0,0,68.5,1497.26775956,,,4,68.5,,,3,91.33333333,75,4,2.31213873,2025-12-17,2025-12-17
Sales,"Account Engagers - Broad","JD Konnichiwa Video",2025-12-17,inactive,ad,0,0,0,"7-day click, 1-day view, or 1-day engaged-view",,,0,,2025-11-29,2026-01-13,0,0,,,,,,,,0,,,0,,,2025-12-17,2025-12-17
"ABOS Sales Campaign","Zaiko + InBound (English)","Poster [Redirect link] + related Media",2025-12-17,not_delivering,ad,7,7,1,"7-day click, 1-day view, or 1-day engaged-view",,,5,,2025-12-06,2026-01-19,0,0,,714.28571429,,,,,,,,,0,,,2025-12-17,2025-12-17
Sales,"JD Interest","JD sitting desk - Copy",2025-12-17,not_delivering,ad,14,14,1,"7-day click or 1-day view",,,15,,2025-12-17,2026-01-13,0,0,,1071.42857143,,,,,,,,,0,,,2025-12-17,2025-12-17
Sales,"Account Engagers - Broad","JD Spray Painting Ground - Copy 2",2025-12-17,not_delivering,ad,1621,1772,1.09315238,"7-day click, 1-day view, or 1-day engaged-view",,,1899,,2025-11-29,2026-01-13,0,0,94.95,1071.67042889,,,20,94.95,,,16,118.6875,80,20,1.23380629,2025-12-17,2025-12-17
Sales,"Web Audience Retarg",Poster,2025-12-17,not_delivering,ad,3326,3603,1.08328322,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,3161,3161,2025-11-27,2026-01-13,1.96078431,2.94117647,61.98039216,877.32445185,3161,1,51,67.25531915,3161,1053.66666667,34,92.97058824,66.66666667,47,1.41310884,2025-12-17,2025-12-17
Sales,"JD Interest","JD Pose with Graphic - Copy",2025-12-17,not_delivering,ad,86,90,1.04651163,"7-day click or 1-day view",,,60,,2025-12-17,2026-01-13,0,0,30,666.66666667,,,2,60,,,,,0,1,1.1627907,2025-12-17,2025-12-17
Sales,"JD Interest","Poster [Redirect link] + related Media",2025-12-17,not_delivering,ad,333,363,1.09009009,"7-day click or 1-day view",,,416,,2025-12-17,2026-01-13,0,0,69.33333333,1146.00550964,,,6,69.33333333,,,6,69.33333333,100,6,1.8018018,2025-12-17,2025-12-17
Sales,"Zaiko Test - Account Engagers - Broad","JD Konnichiwa Video",2025-12-17,not_delivering,ad,138,140,1.01449275,"7-day click, 1-day view, or 1-day engaged-view",,,140,,2025-12-08,2025-12-31,0,0,46.66666667,1000,,,3,46.66666667,,,2,70,66.66666667,3,2.17391304,2025-12-17,2025-12-17
"ABOS Sales Campaign","Zaiko + InBound (English)","Opening Weekend Video - Copy",2025-12-17,not_delivering,ad,83,92,1.10843373,"7-day click, 1-day view, or 1-day engaged-view",,,42,,2025-12-06,2026-01-19,0,0,,456.52173913,,,,,,,,,0,,,2025-12-17,2025-12-17
Sales,"JD Interest","Flexible 3 Groups",2025-12-17,not_delivering,ad,3736,4399,1.17746253,"7-day click or 1-day view",,,5183,,2025-12-17,2026-01-13,0,0,47.11818182,1178.22232326,,,110,48.89622642,5183,,101,51.31683168,91.81818182,106,2.8372591,2025-12-17,2025-12-17
Sales,"JD Interest",Poster,2025-12-17,not_delivering,ad,1612,1848,1.14640199,"7-day click or 1-day view","Website purchases",1,2046,2046,2025-12-17,2026-01-13,2.85714286,3.44827586,58.45714286,1107.14285714,2046,1,35,66,1023,2046,29,70.55172414,82.85714286,31,1.92307692,2025-12-17,2025-12-17
Sales,"Web Audience Retarg","Black and white photo - Copy",2025-12-17,not_delivering,ad,2709,3070,1.13325951,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",4,3517,879.25,2025-11-27,2026-01-13,7.01754386,7.84313725,61.70175439,1145.60260586,879.25,4,57,63.94545455,390.77777778,703.4,51,68.96078431,89.47368421,55,2.03026947,2025-12-17,2025-12-17
"ABOS Sales Campaign","Zaiko + InBound (English)","Poster [Redirect link]",2025-12-17,not_delivering,ad,25,27,1.08,"7-day click, 1-day view, or 1-day engaged-view",,,22,,2025-12-06,2026-01-19,0,0,,814.81481481,,,,,,,,,0,,,2025-12-17,2025-12-17
Sales,"JD Interest","JD Konnichiwa Video",2025-12-17,not_delivering,ad,993,1074,1.081571,"7-day click or 1-day view",,,930,,2025-12-17,2026-01-13,0,0,28.18181818,865.92178771,,,33,32.06896552,930,310,37,25.13513514,112.12121212,29,2.9204431,2025-12-17,2025-12-17
Sales,"JD Interest","Black and white photo - Copy",2025-12-17,not_delivering,ad,2756,2998,1.08780842,"7-day click or 1-day view","Website purchases",1,3347,3347,2025-12-17,2026-01-13,1.33333333,1.44927536,44.62666667,1116.41094063,3347,1,75,48.50724638,,3347,69,48.50724638,92,69,2.50362845,2025-12-17,2025-12-17
Sales,"JD Interest","JD Graffiti Paint - Copy",2025-12-17,not_delivering,ad,56,57,1.01785714,"7-day click or 1-day view",,,82,,2025-12-17,2026-01-13,0,0,27.33333333,1438.59649123,,,3,27.33333333,,,2,41,66.66666667,3,5.35714286,2025-12-17,2025-12-17
Sales,"JD Interest","Poster [Redirect link]",2025-12-17,not_delivering,ad,281,310,1.10320285,"7-day click or 1-day view",,,346,,2025-12-17,2026-01-13,0,0,86.5,1116.12903226,,,4,86.5,,,3,115.33333333,75,4,1.42348754,2025-12-17,2025-12-17
Sales,"Web Audience Retarg","Poster [Redirect link] + related Media",2025-12-17,not_delivering,ad,1664,1784,1.07211538,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,1978,1978,2025-11-27,2026-01-13,2.94117647,3.33333333,58.17647059,1108.74439462,1978,1,34,58.17647059,1978,1978,30,65.93333333,88.23529412,34,2.04326923,2025-12-17,2025-12-17
Sales,"Account Engagers - Broad","JD Konnichiwa Video",2025-12-16,inactive,ad,23142,25528,1.10310258,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",4,19419,4854.75,2025-11-29,2026-01-13,0.69204152,0.74906367,33.59688581,760.69413977,4854.75,4,578,36.16201117,1765.36363636,3236.5,534,36.36516854,92.38754325,537,2.32045631,2025-12-16,2025-12-16
Sales,"Account Engagers - Broad","JD Spray Painting Ground - Copy 2",2025-12-16,not_delivering,ad,3177,3585,1.12842304,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",2,4163,2081.5,2025-11-29,2026-01-13,3.92156863,4.76190476,81.62745098,1161.22733612,2081.5,2,51,83.26,2081.5,4163,42,99.11904762,82.35294118,50,1.57381177,2025-12-16,2025-12-16
Sales,"Web Audience Retarg","Poster [Redirect link]",2025-12-16,not_delivering,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view",,,1,,2025-11-27,2026-01-13,0,0,,500,,,,,,,,,0,,,2025-12-16,2025-12-16
Sales,"Web Audience Retarg","JD Konnichiwa Video",2025-12-16,not_delivering,ad,7847,8699,1.10857653,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",4,6663,1665.75,2025-11-27,2026-01-13,2.48447205,2.96296296,41.38509317,765.95010921,1665.75,4,161,42.71153846,832.875,1110.5,135,49.35555556,83.85093168,156,1.9880209,2025-12-16,2025-12-16
Sales,"Web Audience Retarg","JD Graffiti Paint - Copy",2025-12-16,not_delivering,ad,221,238,1.07692308,"7-day click, 1-day view, or 1-day engaged-view",,,393,,2025-11-27,2026-01-13,0,0,65.5,1651.2605042,,,6,131,,,1,393,16.66666667,3,1.35746606,2025-12-16,2025-12-16
Sales,"Account Engagers - Broad","JD Gpainting with graphics",2025-12-16,not_delivering,ad,5145,5817,1.13061224,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,6073,6073,2025-11-29,2026-01-13,1.38888889,1.58730159,84.34722222,1044.00893932,6073,1,72,90.64179104,3036.5,6073,63,96.3968254,87.5,67,1.30223518,2025-12-16,2025-12-16
Sales,"Account Engagers - Broad","Black and white photo",2025-12-16,not_delivering,ad,23657,28117,1.18852771,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",5,28291,5658.2,2025-11-29,2026-01-13,0.73637703,0.79365079,41.66568483,1006.18842693,5658.2,5,679,43.8620155,1489,7072.75,630,44.90634921,92.78350515,645,2.72646574,2025-12-16,2025-12-16
Sales,"Web Audience Retarg",Poster,2025-12-16,not_delivering,ad,3822,4277,1.11904762,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",3,4083,1361,2025-11-27,2026-01-13,4.05405405,5.35714286,55.17567568,954.64110358,1361,3,74,55.93150685,2041.5,1361,56,72.91071429,75.67567568,73,1.90999477,2025-12-16,2025-12-16
"ABOS Sales Campaign","Zaiko + InBound (English)","Poster [Redirect link] + related Media",2025-12-16,not_delivering,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view",,,6,,2025-12-06,2026-01-19,0,0,,3000,,,,,,,,,0,,,2025-12-16,2025-12-16
"ABOS Sales Campaign","Zaiko + InBound (English)","Opening Weekend Video - Copy",2025-12-16,not_delivering,ad,55,58,1.05454545,"7-day click, 1-day view, or 1-day engaged-view",,,38,,2025-12-06,2026-01-19,0,0,19,655.17241379,,,2,19,,,2,19,100,2,3.63636364,2025-12-16,2025-12-16
Sales,"Web Audience Retarg","Poster [Redirect link] + related Media",2025-12-16,not_delivering,ad,1258,1376,1.09379968,"7-day click, 1-day view, or 1-day engaged-view",,,1550,,2025-11-27,2026-01-13,0,0,41.89189189,1126.45348837,,,37,46.96969697,1550,,32,48.4375,86.48648649,33,2.62321145,2025-12-16,2025-12-16
Sales,"Account Engagers - Broad","Flexible 3 Groups",2025-12-16,not_delivering,ad,41701,46185,1.1075274,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",2,41832,20916,2025-11-29,2026-01-13,0.16583748,0.18018018,34.68656716,905.74861968,20916,2,1206,37.38337802,2091.6,8366.4,1110,37.68648649,92.039801,1119,2.68338889,2025-12-16,2025-12-16
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Graffiti Paint - Copy",2025-12-16,not_delivering,ad,16,16,1,"7-day click, 1-day view, or 1-day engaged-view",,,23,,2025-12-06,2026-01-19,0,0,,1437.5,,,,,,,,,0,,,2025-12-16,2025-12-16
Sales,"Account Engagers - Broad","Poster [Redirect link]",2025-12-16,not_delivering,ad,679,726,1.06921944,"7-day click, 1-day view, or 1-day engaged-view",,,827,,2025-11-29,2026-01-13,0,0,103.375,1139.1184573,,,8,103.375,,,8,103.375,100,8,1.17820324,2025-12-16,2025-12-16
Sales,"Web Audience Retarg","Flexible 3 Groups",2025-12-16,not_delivering,ad,8276,9718,1.17423876,"7-day click, 1-day view, or 1-day engaged-view",,,8769,,2025-11-27,2026-01-13,0,0,42.36231884,902.34616176,,,207,45.91099476,8769,4384.5,166,52.8253012,80.19323671,191,2.3078782,2025-12-16,2025-12-16
Sales,"Account Engagers - Broad",Poster,2025-12-16,not_delivering,ad,194,220,1.13402062,"7-day click, 1-day view, or 1-day engaged-view",,,226,,2025-11-29,2026-01-13,0,0,75.33333333,1027.27272727,,,3,75.33333333,,,3,75.33333333,100,3,1.54639175,2025-12-16,2025-12-16
Sales,"Account Engagers - Broad","JD Graffiti Paint",2025-12-16,not_delivering,ad,2431,2693,1.10777458,"7-day click, 1-day view, or 1-day engaged-view",,,2447,,2025-11-29,2026-01-13,0,0,55.61363636,908.6520609,,,44,58.26190476,,,38,64.39473684,86.36363636,42,1.72768408,2025-12-16,2025-12-16
Sales,"Web Audience Retarg","Black and white photo - Copy",2025-12-16,not_delivering,ad,4372,5016,1.14730101,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",4,5242,1310.5,2025-11-27,2026-01-13,3.41880342,4.25531915,44.8034188,1045.05582137,1310.5,4,117,49.92380952,524.2,1048.4,94,55.76595745,80.34188034,105,2.40164684,2025-12-16,2025-12-16
Sales,"Account Engagers - Broad","Black and white photo",2025-12-15,not_delivering,ad,26149,31052,1.18750239,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",11,22615,2055.90909091,2025-11-29,2026-01-13,1.39416984,1.47058824,28.66286439,728.29447379,2055.90909091,11,789,30.64363144,753.83333333,2055.90909091,748,30.23395722,94.8035488,738,2.82228766,2025-12-15,2025-12-15
Sales,"Account Engagers - Broad","JD Gpainting with graphics",2025-12-15,not_delivering,ad,1756,1938,1.10364465,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,1552,1552,2025-11-29,2026-01-13,3.22580645,3.44827586,50.06451613,800.8255934,1552,1,31,53.51724138,517.33333333,776,29,53.51724138,93.5483871,29,1.65148064,2025-12-15,2025-12-15
Sales,"Web Audience Retarg","JD Konnichiwa Video",2025-12-15,not_delivering,ad,2314,2463,1.06439067,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,1511,1511,2025-11-27,2026-01-13,2.08333333,2.3255814,31.47916667,613.47949655,1511,1,48,33.57777778,755.5,1511,43,35.13953488,89.58333333,45,1.94468453,2025-12-15,2025-12-15
Sales,"Web Audience Retarg","JD Graffiti Paint - Copy",2025-12-15,not_delivering,ad,5,5,1,"7-day click, 1-day view, or 1-day engaged-view",,,4,,2025-11-27,2026-01-13,0,0,,800,,,,,,,,,0,,,2025-12-15,2025-12-15
Sales,"Web Audience Retarg","Poster [Redirect link]",2025-12-15,not_delivering,ad,2,3,1.5,"7-day click, 1-day view, or 1-day engaged-view",,,3,,2025-11-27,2026-01-13,0,0,,1000,,,,,,,,,0,,,2025-12-15,2025-12-15
Sales,"Account Engagers - Broad","JD Spray Painting Ground - Copy 2",2025-12-15,not_delivering,ad,3321,3792,1.14182475,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",3,3057,1019,2025-11-29,2026-01-13,6,6.97674419,61.14,806.17088608,1019,3,50,63.6875,764.25,1019,43,71.09302326,86,48,1.44534779,2025-12-15,2025-12-15
Sales,"Web Audience Retarg",Poster,2025-12-15,not_delivering,ad,3049,3370,1.10528042,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",2,2731,1365.5,2025-11-27,2026-01-13,3.84615385,4.65116279,52.51923077,810.38575668,1365.5,2,52,52.51923077,910.33333333,2731,43,63.51162791,82.69230769,52,1.70547721,2025-12-15,2025-12-15
Sales,"Account Engagers - Broad","JD Konnichiwa Video",2025-12-15,inactive,ad,15473,16914,1.09312997,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",2,11107,5553.5,2025-11-29,2026-01-13,0.6006006,0.68259386,33.35435435,656.67494383,5553.5,2,333,35.59935897,1851.16666667,5553.5,293,37.90784983,87.98798799,312,2.01641569,2025-12-15,2025-12-15
Sales,"Zaiko Test - Account Engagers - Broad","Black and white photo",2025-12-15,not_delivering,ad,0,0,0,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,0,0,2025-12-08,2025-12-31,0,0,,,0,1,,,0,0,,,0,,,2025-12-15,2025-12-15
Sales,"Web Audience Retarg","Black and white photo - Copy",2025-12-15,not_delivering,ad,3695,4450,1.20433018,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",6,3771,628.5,2025-11-27,2026-01-13,5.88235294,6.38297872,36.97058824,847.41573034,628.5,6,102,42.37078652,290.07692308,538.71428571,94,40.11702128,92.15686275,89,2.40866035,2025-12-15,2025-12-15
Sales,"Account Engagers - Broad","Flexible 3 Groups",2025-12-15,not_delivering,ad,4902,5294,1.07996736,"7-day click, 1-day view, or 1-day engaged-view",,,4357,,2025-11-29,2026-01-13,0,0,47.35869565,823.00717794,,,92,48.95505618,4357,,81,53.79012346,88.04347826,89,1.81558548,2025-12-15,2025-12-15
Sales,"Web Audience Retarg","Flexible 3 Groups",2025-12-15,not_delivering,ad,6103,7520,1.23218089,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",7,6603,943.28571429,2025-11-27,2026-01-13,4.79452055,6.14035088,45.2260274,878.05851064,943.28571429,7,146,48.19708029,550.25,600.27272727,114,57.92105263,78.08219178,137,2.24479764,2025-12-15,2025-12-15
Sales,"Account Engagers - Broad",Poster,2025-12-15,not_delivering,ad,306,328,1.07189542,"7-day click, 1-day view, or 1-day engaged-view",,,243,,2025-11-29,2026-01-13,0,0,17.35714286,740.85365854,,,14,22.09090909,243,,13,18.69230769,92.85714286,11,3.59477124,2025-12-15,2025-12-15
Sales,"Account Engagers - Broad","JD Graffiti Paint",2025-12-15,not_delivering,ad,1426,1468,1.02945302,"7-day click, 1-day view, or 1-day engaged-view",,,1135,,2025-11-29,2026-01-13,0,0,35.46875,773.16076294,,,32,35.46875,1135,,26,43.65384615,81.25,32,2.24403927,2025-12-15,2025-12-15
Sales,"Account Engagers - Broad","Poster [Redirect link]",2025-12-15,not_delivering,ad,33,34,1.03030303,"7-day click, 1-day view, or 1-day engaged-view",,,25,,2025-11-29,2026-01-13,0,0,,735.29411765,,,,,,,,,0,,,2025-12-15,2025-12-15
Sales,"Zaiko Test - Account Engagers - Broad","JD Konnichiwa Video",2025-12-15,not_delivering,ad,0,0,0,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",2,0,0,2025-12-08,2025-12-31,0,0,,,0,2,,,0,0,,,0,,,2025-12-15,2025-12-15
Sales,"Zaiko Test - Account Engagers - Broad","Flexible 3 Groups",2025-12-14,not_delivering,ad,0,0,0,"7-day click, 1-day view, or 1-day engaged-view",,,0,,2025-12-08,2025-12-31,0,0,,,,,,,0,,,,0,,,2025-12-14,2025-12-14
Sales,"Web Audience Retarg","JD Konnichiwa Video",2025-12-14,not_delivering,ad,492,547,1.11178862,"7-day click, 1-day view, or 1-day engaged-view",,,400,,2025-11-27,2026-01-13,0,0,44.44444444,731.26142596,,,9,44.44444444,400,200,9,44.44444444,100,9,1.82926829,2025-12-14,2025-12-14
Sales,"Web Audience Retarg","JD Graffiti Paint - Copy",2025-12-14,not_delivering,ad,20,20,1,"7-day click, 1-day view, or 1-day engaged-view",,,28,,2025-11-27,2026-01-13,0,0,,1400,,,,,,,,,0,,,2025-12-14,2025-12-14
Sales,"Account Engagers - Broad","JD Konnichiwa Video",2025-12-14,inactive,ad,32,32,1,"7-day click, 1-day view, or 1-day engaged-view",,,21,,2025-11-29,2026-01-13,0,0,21,656.25,,,1,21,21,,1,21,100,1,3.125,2025-12-14,2025-12-14
Sales,"Account Engagers - Broad","JD Spray Painting Ground - Copy 2",2025-12-14,not_delivering,ad,430,455,1.05813953,"7-day click, 1-day view, or 1-day engaged-view",,,354,,2025-11-29,2026-01-13,0,0,35.4,778.02197802,,,10,35.4,,,9,39.33333333,90,10,2.3255814,2025-12-14,2025-12-14
Sales,"Web Audience Retarg",Poster,2025-12-14,not_delivering,ad,1462,1812,1.23939808,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",3,1641,547,2025-11-27,2026-01-13,7.14285714,8.57142857,39.07142857,905.62913907,547,3,42,44.35135135,547,1641,35,46.88571429,83.33333333,37,2.53077975,2025-12-14,2025-12-14
Sales,"Account Engagers - Broad","Black and white photo",2025-12-14,not_delivering,ad,1799,2465,1.37020567,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",4,1814,453.5,2025-11-29,2026-01-13,6.15384615,6.89655172,27.90769231,735.90263692,453.5,4,65,29.73770492,181.4,259.14285714,58,31.27586207,89.23076923,61,3.39077265,2025-12-14,2025-12-14
Sales,"Zaiko Test - Account Engagers - Broad","Black and white photo",2025-12-14,not_delivering,ad,0,0,0,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",3,0,0,2025-12-08,2025-12-31,0,0,,,0,3,,,0,0,,,0,,,2025-12-14,2025-12-14
Sales,"Web Audience Retarg","Poster [Redirect link] + related Media",2025-12-14,not_delivering,ad,34,38,1.11764706,"7-day click, 1-day view, or 1-day engaged-view",,,33,,2025-11-27,2026-01-13,0,0,16.5,868.42105263,,,2,16.5,,,1,33,50,2,5.88235294,2025-12-14,2025-12-14
Sales,"Zaiko Test - Account Engagers - Broad","JD Konnichiwa Video",2025-12-14,not_delivering,ad,0,0,0,"7-day click, 1-day view, or 1-day engaged-view",,,0,,2025-12-08,2025-12-31,0,0,,,,,,,0,,,,0,,,2025-12-14,2025-12-14
"ABOS Sales Campaign","Zaiko + InBound (English)","Opening Weekend Video - Copy",2025-12-14,not_delivering,ad,0,0,0,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,0,0,2025-12-06,2026-01-19,0,0,,,0,1,,,,0,,,0,,,2025-12-14,2025-12-14
Sales,"Web Audience Retarg","Black and white photo - Copy",2025-12-14,not_delivering,ad,2137,2709,1.26766495,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",3,2441,813.66666667,2025-11-27,2026-01-13,3.84615385,4.47761194,31.29487179,901.07050572,813.66666667,3,78,40.01639344,271.22222222,813.66666667,67,36.43283582,85.8974359,61,2.85446888,2025-12-14,2025-12-14
Sales,"Account Engagers - Broad","Flexible 3 Groups",2025-12-14,not_delivering,ad,39,42,1.07692308,"7-day click, 1-day view, or 1-day engaged-view",,,56,,2025-11-29,2026-01-13,0,0,56,1333.33333333,,,1,56,,,1,56,100,1,2.56410256,2025-12-14,2025-12-14
Sales,"Zaiko Test - Account Engagers - Broad","JD Graffiti Paint",2025-12-14,not_delivering,ad,0,0,0,"7-day click, 1-day view, or 1-day engaged-view",,,0,,2025-12-08,2025-12-31,0,0,,,,,,,0,,,,0,,,2025-12-14,2025-12-14
Sales,"Web Audience Retarg","Flexible 3 Groups",2025-12-14,not_delivering,ad,3062,4097,1.33801437,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",8,3808,476,2025-11-27,2026-01-13,9.30232558,10.81081081,44.27906977,929.46058091,476,8,86,50.77333333,346.18181818,346.18181818,74,51.45945946,86.04651163,75,2.44937949,2025-12-14,2025-12-14
Sales,"Account Engagers - Broad",Poster,2025-12-14,not_delivering,ad,11,12,1.09090909,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",2,7,3.5,2025-11-29,2026-01-13,0,0,,583.33333333,3.5,2,,,3.5,7,,,0,,,2025-12-14,2025-12-14
Sales,"Account Engagers - Broad","JD Graffiti Paint",2025-12-14,not_delivering,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view",,,0,,2025-11-29,2026-01-13,0,0,,0,,,,,,,,,0,,,2025-12-14,2025-12-14
Sales,"Account Engagers - Broad","JD Spray Painting Ground - Copy 2",2025-12-13,not_delivering,ad,534,612,1.14606742,"7-day click, 1-day view, or 1-day engaged-view",,,482,,2025-11-29,2026-01-13,0,0,30.125,787.58169935,,,16,34.42857143,482,,16,30.125,100,14,2.62172285,2025-12-13,2025-12-13
Sales,"Account Engagers - Broad","JD Konnichiwa Video",2025-12-13,inactive,ad,179,190,1.06145251,"7-day click, 1-day view, or 1-day engaged-view",,,122,,2025-11-29,2026-01-13,0,0,61,642.10526316,,,2,61,,,,,0,2,1.11731844,2025-12-13,2025-12-13
Sales,"Web Audience Retarg","Poster [Redirect link]",2025-12-13,not_delivering,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view",,,1,,2025-11-27,2026-01-13,0,0,,500,,,,,,,,,0,,,2025-12-13,2025-12-13
Sales,"Account Engagers - Broad","Flexible 3 Groups",2025-12-13,not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view",,,2,,2025-11-29,2026-01-13,0,0,,2000,,,,,,,,,0,,,2025-12-13,2025-12-13
Sales,"Web Audience Retarg","JD Konnichiwa Video",2025-12-13,not_delivering,ad,217,224,1.03225806,"7-day click, 1-day view, or 1-day engaged-view",,,180,,2025-11-27,2026-01-13,0,0,30,803.57142857,,,6,30,,,5,36,83.33333333,6,2.76497696,2025-12-13,2025-12-13
Sales,"Account Engagers - Broad","JD Gpainting with graphics",2025-12-13,not_delivering,ad,63,66,1.04761905,"7-day click, 1-day view, or 1-day engaged-view",,,45,,2025-11-29,2026-01-13,0,0,45,681.81818182,,,1,45,,,1,45,100,1,1.58730159,2025-12-13,2025-12-13
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Pose with Graphic",2025-12-13,not_delivering,ad,0,0,0,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,0,0,2025-12-06,2026-01-19,0,0,,,0,1,,,0,,,,0,,,2025-12-13,2025-12-13
Sales,"Web Audience Retarg",Poster,2025-12-13,not_delivering,ad,1779,2247,1.26306914,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",2,2185,1092.5,2025-11-27,2026-01-13,5.12820513,5.88235294,56.02564103,972.40765465,1092.5,2,39,57.5,364.16666667,1092.5,34,64.26470588,87.17948718,38,2.13603148,2025-12-13,2025-12-13
Sales,"Account Engagers - Broad","Poster [Redirect link]",2025-12-13,not_delivering,ad,35,35,1,"7-day click, 1-day view, or 1-day engaged-view",,,24,,2025-11-29,2026-01-13,0,0,12,685.71428571,,,2,12,,,1,24,50,2,5.71428571,2025-12-13,2025-12-13
