"Campaign name","Ad set name","Ad name",Day,"Delivery status","Delivery level",Reach,Impressions,Frequency,"Attribution setting","Result type",Results,"Amount spent (JPY)","Cost per result",Starts,Ends,"Purchases rate per link clicks","Purchases rate per landing page views","CPC (cost per link click)","CPM (cost per 1,000 impressions)","Cost per purchase",Purchases,"Link clicks","Cost per unique link click","Cost per add to cart","Cost per checkout initiated","Landing page views","Cost per landing page view","Landing page views rate per link clicks","Unique link clicks","Unique CTR (link click-through rate)","Reporting starts","Reporting ends"
Sales,"Zaiko Test - Account Engagers - Broad","JD Gpainting with graphics",2025-12-23,not_delivering,ad,1034,1167,1.12862669,"7-day click, 1-day view, or 1-day engaged-view",,,1144,,2025-12-08,2025-12-31,0,0,88,980.29134533,,,13,95.33333333,1144,,7,163.42857143,53.84615385,12,1.16054159,2025-12-23,2025-12-23
"ABOS Sales Campaign","Retarg [engagers] - Jan 14","Poster [Redirect link]",2025-12-23,not_delivering,ad,2620,3127,1.19351145,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,3466,3466,2025-12-06,2026-01-19,2.27272727,2.56410256,78.77272727,1108.4106172,3466,1,44,99.02857143,3466,3466,39,88.87179487,88.63636364,35,1.33587786,2025-12-23,2025-12-23
Sales,"Web Audience Retarg",Poster,2025-12-23,not_delivering,ad,0,0,0,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,0,0,2025-11-27,2026-01-13,0,0,,,0,1,,,0,0,,,0,,,2025-12-23,2025-12-23
"ABOS Sales Campaign","Retarg [engagers] - Jan 14","JD Graffiti Paint - Copy",2025-12-23,not_delivering,ad,101,118,1.16831683,"7-day click, 1-day view, or 1-day engaged-view",,,211,,2025-12-06,2026-01-19,0,0,211,1788.13559322,,,1,211,,,,,0,1,0.99009901,2025-12-23,2025-12-23
"ABOS Sales Campaign","Retarg [engagers] - Jan 14","Opening Weekend Video - Copy",2025-12-23,not_delivering,ad,3916,4748,1.2124617,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",5,6727,1345.4,2025-12-06,2026-01-19,3.62318841,5.15463918,48.74637681,1416.80707666,1345.4,5,138,59.00877193,3363.5,1681.75,97,69.35051546,70.28985507,114,2.91113381,2025-12-23,2025-12-23
"ABOS Sales Campaign","Retarg [engagers] - Jan 14","JD Konnichiwa Video",2025-12-23,not_delivering,ad,203,237,1.16748768,"7-day click, 1-day view, or 1-day engaged-view",,,367,,2025-12-06,2026-01-19,0,0,45.875,1548.52320675,,,8,45.875,,,5,73.4,62.5,8,3.9408867,2025-12-23,2025-12-23
"ABOS Sales Campaign","Zaiko + InBound (English)","Flexible 3 Groups",2025-12-23,inactive,ad,0,0,0,"7-day click, 1-day view, or 1-day engaged-view",,,0,,2025-12-06,2026-01-19,0,0,,,,,,,0,,,,0,,,2025-12-23,2025-12-23
Sales,"Zaiko Test - Account Engagers - Broad","Flexible 3 Groups",2025-12-23,not_delivering,ad,8969,11274,1.25699632,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,10319,10319,2025-12-08,2025-12-31,0.47169811,0.69444444,48.6745283,915.29182189,10319,1,212,51.595,1031.9,5159.5,144,71.65972222,67.9245283,200,2.229903,2025-12-23,2025-12-23
"ABOS Sales Campaign","Retarg [engagers] - Jan 14","JD Spray Painting Ground - Copy",2025-12-23,not_delivering,ad,16,16,1,"7-day click, 1-day view, or 1-day engaged-view",,,38,,2025-12-06,2026-01-19,0,0,,2375,,,,,,,,,0,,,2025-12-23,2025-12-23
Sales,"Zaiko Test - Account Engagers - Broad",Poster,2025-12-23,not_delivering,ad,4185,4768,1.13930705,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,3065,3065,2025-12-08,2025-12-31,1.85185185,2.04081633,56.75925926,642.82718121,3065,1,54,56.75925926,3065,3065,49,62.55102041,90.74074074,54,1.29032258,2025-12-23,2025-12-23
"ABOS Sales Campaign","Retarg [engagers] - Jan 14","Poster [Redirect link] + related Media",2025-12-23,not_delivering,ad,1823,2025,1.11080636,"7-day click, 1-day view, or 1-day engaged-view",,,2739,,2025-12-06,2026-01-19,0,0,85.59375,1352.59259259,,,32,91.3,913,2739,26,105.34615385,81.25,30,1.64563906,2025-12-23,2025-12-23
"ABOS Sales Campaign","Retarg [engagers] - Jan 14","JD Pose with Graphic",2025-12-23,not_delivering,ad,2432,2976,1.22368421,"7-day click, 1-day view, or 1-day engaged-view",,,3628,,2025-12-06,2026-01-19,0,0,71.1372549,1219.08602151,,,51,80.62222222,1814,3628,38,95.47368421,74.50980392,45,1.85032895,2025-12-23,2025-12-23
Sales,"Zaiko Test - Account Engagers - Broad","JD Graffiti Paint",2025-12-23,not_delivering,ad,516,580,1.12403101,"7-day click, 1-day view, or 1-day engaged-view",,,560,,2025-12-08,2025-12-31,0,0,80,965.51724138,,,7,80,560,,4,140,57.14285714,7,1.35658915,2025-12-23,2025-12-23
Sales,"Account Engagers - Broad","Flexible 3 Groups",2025-12-23,not_delivering,ad,0,0,0,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",2,0,0,2025-11-29,2026-01-13,0,0,,,0,2,,,,,,,0,,,2025-12-23,2025-12-23
"ABOS Sales Campaign","Retarg [engagers] - Jan 14",Poster,2025-12-23,not_delivering,ad,714,839,1.17507003,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,1479,1479,2025-12-06,2026-01-19,6.66666667,7.14285714,98.6,1762.81287247,1479,1,15,98.6,739.5,1479,14,105.64285714,93.33333333,15,2.10084034,2025-12-23,2025-12-23
Sales,"Web Audience Retarg","Poster [Redirect link] + related Media",2025-12-23,not_delivering,ad,25,26,1.04,"7-day click, 1-day view, or 1-day engaged-view",,,64,,2025-11-27,2026-01-13,0,0,,2461.53846154,,,,,,,,,0,,,2025-12-23,2025-12-23
"ABOS Sales Campaign","Retarg [engagers] - Jan 14","JD Painting Video - Copy",2025-12-23,not_delivering,ad,875,1210,1.38285714,"7-day click, 1-day view, or 1-day engaged-view",,,1686,,2025-12-06,2026-01-19,0,0,64.84615385,1393.38842975,,,26,84.3,1686,,14,120.42857143,53.84615385,20,2.28571429,2025-12-23,2025-12-23
Sales,"Web Audience Retarg","JD Spray Painting Ground - Copy 2",2025-12-23,not_delivering,ad,3,3,1,"7-day click, 1-day view, or 1-day engaged-view",,,0,,2025-11-27,2026-01-13,0,0,,0,,,,,,,,,0,,,2025-12-23,2025-12-23
"ABOS Sales Campaign","Zaiko + InBound (English)","Poster [Redirect link]",2025-12-23,not_delivering,ad,0,0,0,"7-day click, 1-day view, or 1-day engaged-view",,,0,,2025-12-06,2026-01-19,0,0,,,,,,,0,,1,0,0,,,2025-12-23,2025-12-23
Sales,"JD Interest","Flexible 3 Groups",2025-12-23,not_delivering,ad,0,0,0,"7-day click or 1-day view",,,0,,2025-12-17,2026-01-13,0,0,,,,,,,0,,,,0,,,2025-12-23,2025-12-23
Sales,"Web Audience Retarg","JD w/ Confetti - Copy",2025-12-23,not_delivering,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view",,,1,,2025-11-27,2026-01-13,0,0,,500,,,,,,,,,0,,,2025-12-23,2025-12-23
"ABOS Sales Campaign","Zaiko + InBound (English)","Opening Weekend Video - Copy",2025-12-23,not_delivering,ad,0,0,0,"7-day click, 1-day view, or 1-day engaged-view",,,0,,2025-12-06,2026-01-19,0,0,,,,,,,0,,,,0,,,2025-12-23,2025-12-23
Sales,"Zaiko Test - Account Engagers - Broad","JD Konnichiwa Video",2025-12-23,not_delivering,ad,3907,4251,1.08804709,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,3335,3335,2025-12-08,2025-12-31,1.2195122,2.17391304,40.67073171,784.52128911,3335,1,82,42.75641026,833.75,1667.5,46,72.5,56.09756098,78,1.99641669,2025-12-23,2025-12-23
"ABOS Sales Campaign","Retarg [engagers] - Jan 14","JD Graffiti Paint - Copy",2025-12-22,not_delivering,ad,3,3,1,"7-day click, 1-day view, or 1-day engaged-view",,,3,,2025-12-06,2026-01-19,0,0,,1000,,,,,,,,,0,,,2025-12-22,2025-12-22
"ABOS Sales Campaign","Retarg [engagers] - Jan 14","JD sitting desk",2025-12-22,not_delivering,ad,1196,1470,1.22909699,"7-day click, 1-day view, or 1-day engaged-view",,,2004,,2025-12-06,2026-01-19,0,0,125.25,1363.26530612,,,16,133.6,,,10,200.4,62.5,15,1.2541806,2025-12-22,2025-12-22
"ABOS Sales Campaign","Retarg [engagers] - Jan 14","JD w/ Confetti",2025-12-22,not_delivering,ad,17,19,1.11764706,"7-day click, 1-day view, or 1-day engaged-view",,,18,,2025-12-06,2026-01-19,0,0,,947.36842105,,,,,,,,,0,,,2025-12-22,2025-12-22
Sales,"Zaiko Test - Account Engagers - Broad","Black and white photo",2025-12-22,not_delivering,ad,8047,10593,1.3163912,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",7,11632,1661.71428571,2025-12-08,2025-12-31,3.7037037,5.93220339,61.54497354,1098.08364014,1661.71428571,7,189,66.46857143,727,1454,118,98.57627119,62.43386243,175,2.1747235,2025-12-22,2025-12-22
"ABOS Sales Campaign","Retarg [engagers] - Jan 14","JD Spray Painting Ground - Copy 2",2025-12-22,not_delivering,ad,9,9,1,"7-day click, 1-day view, or 1-day engaged-view",,,10,,2025-12-06,2026-01-19,0,0,,1111.11111111,,,,,,,,,0,,,2025-12-22,2025-12-22
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Pose with Graphic",2025-12-22,not_delivering,ad,801,892,1.11360799,"7-day click, 1-day view, or 1-day engaged-view",,,881,,2025-12-06,2026-01-19,0,0,51.82352941,987.66816143,,,17,55.0625,,,10,88.1,58.82352941,16,1.99750312,2025-12-22,2025-12-22
"ABOS Sales Campaign","Retarg [engagers] - Jan 14","Poster [Redirect link]",2025-12-22,not_delivering,ad,2114,2459,1.16319773,"7-day click, 1-day view, or 1-day engaged-view",,,2804,,2025-12-06,2026-01-19,0,0,87.625,1140.30093534,,,32,93.46666667,2804,,26,107.84615385,81.25,30,1.41911069,2025-12-22,2025-12-22
Sales,"Account Engagers - Broad","JD Gpainting with graphics",2025-12-22,not_delivering,ad,0,0,0,"7-day click, 1-day view, or 1-day engaged-view",,,0,,2025-11-29,2026-01-13,0,0,,,,,,,0,,,,0,,,2025-12-22,2025-12-22
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Konnichiwa Video",2025-12-22,not_delivering,ad,152,164,1.07894737,"7-day click, 1-day view, or 1-day engaged-view",,,256,,2025-12-06,2026-01-19,0,0,,1560.97560976,,,,,,,1,256,0,,,2025-12-22,2025-12-22
"ABOS Sales Campaign","Retarg [engagers] - Jan 14","JD Konnichiwa Video",2025-12-22,not_delivering,ad,18,21,1.16666667,"7-day click, 1-day view, or 1-day engaged-view",,,27,,2025-12-06,2026-01-19,0,0,,1285.71428571,,,,,,,,,0,,,2025-12-22,2025-12-22
Sales,"Zaiko Test - Account Engagers - Broad","JD Gpainting with graphics",2025-12-22,not_delivering,ad,559,626,1.11985689,"7-day click, 1-day view, or 1-day engaged-view",,,751,,2025-12-08,2025-12-31,0,0,68.27272727,1199.68051118,,,11,75.1,,,8,93.875,72.72727273,10,1.78890877,2025-12-22,2025-12-22
Sales,"Web Audience Retarg","JD Pose with Graphic - Copy",2025-12-22,not_delivering,ad,4,4,1,"7-day click, 1-day view, or 1-day engaged-view",,,3,,2025-11-27,2026-01-13,0,0,,750,,,,,,,,,0,,,2025-12-22,2025-12-22
"ABOS Sales Campaign","Zaiko + InBound (English)","Poster [Redirect link] + related Media",2025-12-22,not_delivering,ad,203,217,1.06896552,"7-day click, 1-day view, or 1-day engaged-view",,,148,,2025-12-06,2026-01-19,0,0,74,682.02764977,,,2,74,148,,1,148,50,2,0.98522167,2025-12-22,2025-12-22
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Spray Painting Ground - Copy 2",2025-12-22,inactive,ad,57,64,1.12280702,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,102,102,2025-12-06,2026-01-19,0,0,,1593.75,102,1,,,102,102,,,0,,,2025-12-22,2025-12-22
Sales,"Web Audience Retarg","JD Graffiti Paint - Copy",2025-12-22,not_delivering,ad,2,3,1.5,"7-day click, 1-day view, or 1-day engaged-view",,,4,,2025-11-27,2026-01-13,0,0,,1333.33333333,,,,,,,,,0,,,2025-12-22,2025-12-22
"ABOS Sales Campaign","Zaiko + InBound (English)","Flexible 3 Groups",2025-12-22,inactive,ad,189,197,1.04232804,"7-day click, 1-day view, or 1-day engaged-view",,,216,,2025-12-06,2026-01-19,0,0,216,1096.44670051,,,1,216,,,,,0,1,0.52910053,2025-12-22,2025-12-22
Sales,"Zaiko Test - Account Engagers - Broad","Flexible 3 Groups",2025-12-22,not_delivering,ad,6843,9261,1.35335379,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",8,9867,1233.375,2025-12-08,2025-12-31,4.04040404,4.62427746,49.83333333,1065.43569809,1233.375,8,198,55.43258427,704.78571429,1096.33333333,173,57.03468208,87.37373737,178,2.6011983,2025-12-22,2025-12-22
"ABOS Sales Campaign","Retarg [engagers] - Jan 14","Opening Weekend Video - Copy",2025-12-22,not_delivering,ad,3787,4350,1.14866649,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",3,5620,1873.33333333,2025-12-06,2026-01-19,3.44827586,4.54545455,64.59770115,1291.95402299,1873.33333333,3,87,72.98701299,1873.33333333,2810,66,85.15151515,75.86206897,77,2.03327172,2025-12-22,2025-12-22
Sales,"Zaiko Test - Account Engagers - Broad",Poster,2025-12-22,not_delivering,ad,2327,2904,1.24795875,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",2,2774,1387,2025-12-08,2025-12-31,4,4.34782609,55.48,955.23415978,1387,2,50,59.0212766,554.8,1387,46,60.30434783,92,47,2.01976794,2025-12-22,2025-12-22
Sales,"Web Audience Retarg","Poster [Redirect link] + related Media",2025-12-22,not_delivering,ad,10,10,1,"7-day click, 1-day view, or 1-day engaged-view",,,11,,2025-11-27,2026-01-13,0,0,,1100,,,,,,,,,0,,,2025-12-22,2025-12-22
"ABOS Sales Campaign","Retarg [engagers] - Jan 14","JD Painting Video - Copy",2025-12-22,not_delivering,ad,178,219,1.23033708,"7-day click, 1-day view, or 1-day engaged-view",,,344,,2025-12-06,2026-01-19,0,0,22.93333333,1570.77625571,,,15,43,,,13,26.46153846,86.66666667,8,4.49438202,2025-12-22,2025-12-22
Sales,"Web Audience Retarg","Opening Weekend Video - Copy 2",2025-12-22,not_delivering,ad,3,3,1,"7-day click, 1-day view, or 1-day engaged-view",,,3,,2025-11-27,2026-01-13,0,0,,1000,,,,,,,,,0,,,2025-12-22,2025-12-22
"ABOS Sales Campaign","Zaiko + InBound (English)","JD w/ Confetti",2025-12-22,not_delivering,ad,314,357,1.13694268,"7-day click, 1-day view, or 1-day engaged-view",,,374,,2025-12-06,2026-01-19,0,0,124.66666667,1047.61904762,,,3,187,,,3,124.66666667,100,2,0.63694268,2025-12-22,2025-12-22
"ABOS Sales Campaign","Retarg [engagers] - Jan 14","JD Pose with Graphic",2025-12-22,not_delivering,ad,2756,3360,1.2191582,"7-day click, 1-day view, or 1-day engaged-view",,,3876,,2025-12-06,2026-01-19,0,0,73.13207547,1153.57142857,,,53,92.28571429,,,39,99.38461538,73.58490566,42,1.52394775,2025-12-22,2025-12-22
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Graffiti Paint - Copy",2025-12-22,not_delivering,ad,34,36,1.05882353,"7-day click, 1-day view, or 1-day engaged-view",,,46,,2025-12-06,2026-01-19,0,0,,1277.77777778,,,,,,,,,0,,,2025-12-22,2025-12-22
Sales,"Account Engagers - Broad","Flexible 3 Groups",2025-12-22,not_delivering,ad,0,0,0,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",2,0,0,2025-11-29,2026-01-13,0,0,,,0,2,,,0,0,,,0,,,2025-12-22,2025-12-22
"ABOS Sales Campaign","Retarg [engagers] - Jan 14",Poster,2025-12-22,not_delivering,ad,524,560,1.06870229,"7-day click, 1-day view, or 1-day engaged-view",,,766,,2025-12-06,2026-01-19,0,0,76.6,1367.85714286,,,10,76.6,,,4,191.5,40,10,1.90839695,2025-12-22,2025-12-22
Sales,"Zaiko Test - Account Engagers - Broad","JD Graffiti Paint",2025-12-22,not_delivering,ad,834,914,1.09592326,"7-day click, 1-day view, or 1-day engaged-view",,,944,,2025-12-08,2025-12-31,0,0,94.4,1032.82275711,,,10,94.4,,944,4,236,40,10,1.19904077,2025-12-22,2025-12-22
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Painting Video - Copy",2025-12-22,not_delivering,ad,314,345,1.09872611,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,385,385,2025-12-06,2026-01-19,14.28571429,20,55,1115.94202899,385,1,7,55,385,385,5,77,71.42857143,7,2.22929936,2025-12-22,2025-12-22
"ABOS Sales Campaign","Zaiko + InBound (English)","Poster [Redirect link]",2025-12-22,not_delivering,ad,1328,1496,1.12650602,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,952,952,2025-12-06,2026-01-19,5.26315789,10,50.10526316,636.36363636,952,1,19,50.10526316,158.66666667,317.33333333,10,95.2,52.63157895,19,1.43072289,2025-12-22,2025-12-22
Sales,"JD Interest",Poster,2025-12-22,not_delivering,ad,0,0,0,"7-day click or 1-day view",,,0,,2025-12-17,2026-01-13,0,0,,,,,,,0,,,,0,,,2025-12-22,2025-12-22
Sales,"Web Audience Retarg","JD w/ Confetti - Copy",2025-12-22,not_delivering,ad,7,7,1,"7-day click, 1-day view, or 1-day engaged-view",,,8,,2025-11-27,2026-01-13,0,0,8,1142.85714286,,,1,8,,,1,8,100,1,14.28571429,2025-12-22,2025-12-22
"ABOS Sales Campaign","Zaiko + InBound (English)",Poster,2025-12-22,not_delivering,ad,230,272,1.1826087,"7-day click, 1-day view, or 1-day engaged-view",,,319,,2025-12-06,2026-01-19,0,0,159.5,1172.79411765,,,2,319,,,1,319,50,1,0.43478261,2025-12-22,2025-12-22
"ABOS Sales Campaign","Zaiko + InBound (English)","Opening Weekend Video - Copy",2025-12-22,not_delivering,ad,2308,2670,1.15684575,"7-day click, 1-day view, or 1-day engaged-view",,,2817,,2025-12-06,2026-01-19,0,0,52.16666667,1055.05617978,,,54,58.6875,1408.5,2817,38,74.13157895,70.37037037,48,2.0797227,2025-12-22,2025-12-22
"ABOS Sales Campaign","Retarg [engagers] - Jan 14","Poster [Redirect link] + related Media",2025-12-22,not_delivering,ad,876,994,1.1347032,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,1288,1288,2025-12-06,2026-01-19,4.54545455,5.55555556,58.54545455,1295.77464789,1288,1,22,61.33333333,644,1288,18,71.55555556,81.81818182,21,2.39726027,2025-12-22,2025-12-22
Sales,"Zaiko Test - Account Engagers - Broad","JD Konnichiwa Video",2025-12-22,not_delivering,ad,4406,4990,1.13254653,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",7,4585,655,2025-12-08,2025-12-31,5.98290598,8.53658537,39.18803419,918.83767535,655,7,117,44.51456311,509.44444444,764.16666667,82,55.91463415,70.08547009,103,2.33772129,2025-12-22,2025-12-22
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Spray Painting Ground - Copy 2",2025-12-21,inactive,ad,201,233,1.15920398,"7-day click, 1-day view, or 1-day engaged-view",,,429,,2025-12-06,2026-01-19,0,0,214.5,1841.20171674,,,2,214.5,,,1,429,50,2,0.99502488,2025-12-21,2025-12-21
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Pose with Graphic",2025-12-21,not_delivering,ad,2881,3454,1.19888927,"7-day click, 1-day view, or 1-day engaged-view",,,3609,,2025-12-06,2026-01-19,0,0,83.93023256,1044.87550666,,,43,85.92857143,3609,,33,109.36363636,76.74418605,42,1.45782714,2025-12-21,2025-12-21
Sales,"Zaiko Test - Account Engagers - Broad","Black and white photo",2025-12-21,not_delivering,ad,6709,9175,1.36756596,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,9447,9447,2025-12-08,2025-12-31,0.68965517,0.76923077,65.15172414,1029.64577657,9447,1,145,72.11450382,944.7,4723.5,130,72.66923077,89.65517241,131,1.95260098,2025-12-21,2025-12-21
Sales,"Account Engagers - Broad","Black and white photo",2025-12-21,not_delivering,ad,0,0,0,"7-day click, 1-day view, or 1-day engaged-view",,,0,,2025-11-29,2026-01-13,0,0,,,,,,,,0,,,0,,,2025-12-21,2025-12-21
"ABOS Sales Campaign","Zaiko + InBound (English)","Poster [Redirect link] + related Media",2025-12-21,not_delivering,ad,287,318,1.10801394,"7-day click, 1-day view, or 1-day engaged-view",,,557,,2025-12-06,2026-01-19,0,0,185.66666667,1751.57232704,,,3,185.66666667,,,2,278.5,66.66666667,3,1.04529617,2025-12-21,2025-12-21
Sales,"JD Interest","JD sitting desk - Copy",2025-12-21,not_delivering,ad,0,0,0,"7-day click or 1-day view",,,0,,2025-12-17,2026-01-13,0,0,,,,,,,,,1,0,0,,,2025-12-21,2025-12-21
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Spray Painting Ground - Copy",2025-12-21,not_delivering,ad,16,16,1,"7-day click, 1-day view, or 1-day engaged-view",,,34,,2025-12-06,2026-01-19,0,0,34,2125,,,1,34,,,,,0,1,6.25,2025-12-21,2025-12-21
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Konnichiwa Video",2025-12-21,not_delivering,ad,534,617,1.15543071,"7-day click, 1-day view, or 1-day engaged-view",,,1025,,2025-12-06,2026-01-19,0,0,68.33333333,1661.26418152,,,15,73.21428571,,1025,9,113.88888889,60,14,2.62172285,2025-12-21,2025-12-21
Sales,"Zaiko Test - Account Engagers - Broad","JD Gpainting with graphics",2025-12-21,not_delivering,ad,1115,1241,1.11300448,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,1519,1519,2025-12-08,2025-12-31,7.69230769,9.09090909,116.84615385,1224.01289283,1519,1,13,138.09090909,1519,,11,138.09090909,84.61538462,11,0.98654709,2025-12-21,2025-12-21
"ABOS Sales Campaign","Zaiko + InBound (English)","Flexible 3 Groups",2025-12-21,inactive,ad,371,417,1.12398922,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,596,596,2025-12-06,2026-01-19,33.33333333,33.33333333,198.66666667,1429.25659472,596,1,3,298,596,198.66666667,3,198.66666667,100,2,0.53908356,2025-12-21,2025-12-21
Sales,"Zaiko Test - Account Engagers - Broad","Flexible 3 Groups",2025-12-21,not_delivering,ad,9550,14175,1.48429319,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",7,15543,2220.42857143,2025-12-08,2025-12-31,2.81124498,3.125,62.42168675,1096.50793651,2220.42857143,7,249,65.86016949,863.5,1727,224,69.38839286,89.95983936,236,2.47120419,2025-12-21,2025-12-21
"ABOS Sales Campaign","Zaiko + InBound (English)","Poster [Redirect link]",2025-12-21,not_delivering,ad,2307,3121,1.35283919,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,3482,3482,2025-12-06,2026-01-19,2.08333333,3.22580645,72.54166667,1115.66805511,3482,1,48,91.63157895,696.4,1741,31,112.32258065,64.58333333,38,1.64716081,2025-12-21,2025-12-21
Sales,"Zaiko Test - Account Engagers - Broad",Poster,2025-12-21,not_delivering,ad,60,64,1.06666667,"7-day click, 1-day view, or 1-day engaged-view",,,41,,2025-12-08,2025-12-31,0,0,,640.625,,,,,,,,,0,,,2025-12-21,2025-12-21
"ABOS Sales Campaign","Zaiko + InBound (English)","Opening Weekend Video - Copy",2025-12-21,not_delivering,ad,6877,8378,1.21826378,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,9097,9097,2025-12-06,2026-01-19,0.51546392,0.84033613,46.89175258,1085.82000477,9097,1,194,55.80981595,909.7,1819.4,119,76.44537815,61.34020619,163,2.37021957,2025-12-21,2025-12-21
"ABOS Sales Campaign","Zaiko + InBound (English)",Poster,2025-12-21,not_delivering,ad,230,251,1.09130435,"7-day click, 1-day view, or 1-day engaged-view",,,596,,2025-12-06,2026-01-19,0,0,298,2374.50199203,,,2,298,,,,,0,2,0.86956522,2025-12-21,2025-12-21
Sales,"JD Interest","JD Konnichiwa Video",2025-12-21,not_delivering,ad,0,0,0,"7-day click or 1-day view","Website purchases",1,0,0,2025-12-17,2026-01-13,0,0,,,0,1,,,0,0,,,0,,,2025-12-21,2025-12-21
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Painting Video - Copy",2025-12-21,not_delivering,ad,615,800,1.30081301,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",2,1154,577,2025-12-06,2026-01-19,6.25,8.69565217,36.0625,1442.5,577,2,32,41.21428571,577,384.66666667,23,50.17391304,71.875,28,4.55284553,2025-12-21,2025-12-21
"ABOS Sales Campaign","Zaiko + InBound (English)","JD sitting desk",2025-12-21,not_delivering,ad,20,21,1.05,"7-day click, 1-day view, or 1-day engaged-view",,,32,,2025-12-06,2026-01-19,0,0,,1523.80952381,,,,,,,,,0,,,2025-12-21,2025-12-21
Sales,"Zaiko Test - Account Engagers - Broad","Poster [Redirect link]",2025-12-21,not_delivering,ad,79,86,1.08860759,"7-day click, 1-day view, or 1-day engaged-view",,,108,,2025-12-08,2025-12-31,0,0,36,1255.81395349,,,3,36,54,108,2,54,66.66666667,3,3.79746835,2025-12-21,2025-12-21
Sales,"Zaiko Test - Account Engagers - Broad","JD Graffiti Paint",2025-12-21,not_delivering,ad,1093,1182,1.08142726,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,1171,1171,2025-12-08,2025-12-31,5,9.09090909,58.55,990.69373942,1171,1,20,58.55,1171,585.5,11,106.45454545,55,20,1.82982617,2025-12-21,2025-12-21
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Graffiti Paint - Copy",2025-12-21,not_delivering,ad,68,71,1.04411765,"7-day click, 1-day view, or 1-day engaged-view",,,143,,2025-12-06,2026-01-19,0,0,,2014.08450704,,,,,,,,,0,,,2025-12-21,2025-12-21
"ABOS Sales Campaign","Zaiko + InBound (English)","JD w/ Confetti",2025-12-21,not_delivering,ad,789,920,1.16603295,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",2,1004,502,2025-12-06,2026-01-19,25,66.66666667,125.5,1091.30434783,502,2,8,125.5,251,251,3,334.66666667,37.5,8,1.0139417,2025-12-21,2025-12-21
Sales,"Zaiko Test - Account Engagers - Broad","JD Konnichiwa Video",2025-12-21,not_delivering,ad,5539,6255,1.12926521,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",3,5746,1915.33333333,2025-12-08,2025-12-31,2.11267606,3.2967033,40.46478873,918.62509992,1915.33333333,3,142,43.20300752,522.36363636,1436.5,91,63.14285714,64.08450704,133,2.40115544,2025-12-21,2025-12-21
Sales,"Web Audience Retarg","JD Konnichiwa Video",2025-12-20,not_delivering,ad,0,0,0,"7-day click, 1-day view, or 1-day engaged-view",,,0,,2025-11-27,2026-01-13,0,0,,,,,,,,0,,,0,,,2025-12-20,2025-12-20
"ABOS Sales Campaign","Zaiko + InBound (English)","Flexible 3 Groups",2025-12-20,inactive,ad,265,296,1.11698113,"7-day click, 1-day view, or 1-day engaged-view",,,448,,2025-12-06,2026-01-19,0,0,224,1513.51351351,,,2,224,448,,,,0,2,0.75471698,2025-12-20,2025-12-20
Sales,"Zaiko Test - Account Engagers - Broad","Flexible 3 Groups",2025-12-20,not_delivering,ad,2639,3252,1.23228496,"7-day click, 1-day view, or 1-day engaged-view",,,3418,,2025-12-08,2025-12-31,0,0,57.93220339,1051.04551046,,,59,63.2962963,3418,,56,61.03571429,94.91525424,54,2.04622963,2025-12-20,2025-12-20
