"Campaign name","Ad set name","Ad name",Day,"Website URL","Delivery status","Delivery level",Reach,Impressions,Frequency,"Attribution setting","Result type",Results,"Amount spent (JPY)","Cost per result",Starts,Ends,"Purchases rate per link clicks","Purchases rate per landing page views","CPC (cost per link click)","CPM (cost per 1,000 impressions)","Cost per purchase",Purchases,"Link clicks","Cost per unique link click","Reporting starts","Reporting ends"
Sales,"Account Engagers - Broad","Poster [Redirect link]",2025-12-17,https://www.abunchofstuff.com/tickets,not_delivering,ad,3054,3378,1.10609037,"7-day click, 1-day view, or 1-day engaged-view",,,3148,,2025-11-29,2026-01-13,,,47.6969697,931.91237419,,,66,,2025-12-17,2025-12-17
Sales,"Account Engagers - Broad","JD Graffiti Paint",2025-12-17,https://www.abunchofstuff.com/tickets,not_delivering,ad,2090,2272,1.08708134,"7-day click, 1-day view, or 1-day engaged-view",,,2038,,2025-11-29,2026-01-13,,,37.05454545,897.00704225,,,55,,2025-12-17,2025-12-17
Sales,"Account Engagers - Broad","Black and white photo",2025-12-17,https://www.abunchofstuff.com/tickets,not_delivering,ad,1364,1435,1.05205279,"7-day click, 1-day view, or 1-day engaged-view",,,1559,,2025-11-29,2026-01-13,,,62.36,1086.41114983,,,25,,2025-12-17,2025-12-17
Sales,"Account Engagers - Broad","JD Gpainting with graphics",2025-12-17,https://www.abunchofstuff.com/tickets,not_delivering,ad,3309,3793,1.14626775,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",4,3574,893.5,2025-11-29,2026-01-13,,,71.48,942.26206169,893.5,4,50,,2025-12-17,2025-12-17
Sales,"Web Audience Retarg","Black and white photo - Copy",2025-12-17,https://www.abunchofstuff.com/tickets,not_delivering,ad,225,242,1.07555556,"7-day click, 1-day view, or 1-day engaged-view",,,299,,2025-11-27,2026-01-13,,,99.66666667,1235.53719008,,,3,,2025-12-17,2025-12-17
Sales,"Account Engagers - Broad","JD Spray Painting Ground - Copy 2",2025-12-17,https://abunchofstuff.com/ja,not_delivering,ad,1269,1417,1.11662727,"7-day click, 1-day view, or 1-day engaged-view",,,1628,,2025-11-29,2026-01-13,,,116.28571429,1148.90613973,,,14,,2025-12-17,2025-12-17
Sales,"JD Interest","JD w/ Confetti - Copy",2025-12-17,https://abunchofstuff.com/ja,not_delivering,ad,1,1,1,"7-day click or 1-day view",,,0,,2025-12-17,2026-01-13,,,,0,,,,,2025-12-17,2025-12-17
Sales,"JD Interest","JD Graffiti Paint - Copy",2025-12-17,https://www.abunchofstuff.com/tickets,not_delivering,ad,56,57,1.01785714,"7-day click or 1-day view",,,82,,2025-12-17,2026-01-13,,,27.33333333,1438.59649123,,,3,,2025-12-17,2025-12-17
Sales,"JD Interest",Poster,2025-12-17,https://abunchofstuff.com/ja,not_delivering,ad,1612,1848,1.14640199,"7-day click or 1-day view","Website purchases",1,2046,2046,2025-12-17,2026-01-13,,,58.45714286,1107.14285714,2046,1,35,,2025-12-17,2025-12-17
Sales,"JD Interest","Poster [Redirect link]",2025-12-17,https://www.abunchofstuff.com/tickets,not_delivering,ad,278,307,1.10431655,"7-day click or 1-day view",,,341,,2025-12-17,2026-01-13,,,85.25,1110.74918567,,,4,,2025-12-17,2025-12-17
Sales,"JD Interest","JD sitting desk - Copy",2025-12-17,https://abunchofstuff.com/ja,not_delivering,ad,6,6,1,"7-day click or 1-day view",,,7,,2025-12-17,2026-01-13,,,,1166.66666667,,,,,2025-12-17,2025-12-17
Sales,"JD Interest","JD Pose with Graphic - Copy",2025-12-17,https://abunchofstuff.com/ja,not_delivering,ad,85,89,1.04705882,"7-day click or 1-day view",,,58,,2025-12-17,2026-01-13,,,29,651.68539326,,,2,,2025-12-17,2025-12-17
Sales,"JD Interest","JD Spray Painting Ground - Copy 2",2025-12-17,https://abunchofstuff.com/ja,not_delivering,ad,7,7,1,"7-day click or 1-day view",,,25,,2025-12-17,2026-01-13,,,12.5,3571.42857143,,,2,,2025-12-17,2025-12-17
Sales,"JD Interest","Black and white photo - Copy",2025-12-17,https://www.abunchofstuff.com/tickets,not_delivering,ad,95,103,1.08421053,"7-day click or 1-day view",,,143,,2025-12-17,2026-01-13,,,47.66666667,1388.34951456,,,3,,2025-12-17,2025-12-17
Sales,"Account Engagers - Broad",Poster,2025-12-16,https://abunchofstuff.com/ja,not_delivering,ad,194,220,1.13402062,"7-day click, 1-day view, or 1-day engaged-view",,,226,,2025-11-29,2026-01-13,,,75.33333333,1027.27272727,,,3,,2025-12-16,2025-12-16
Sales,"Account Engagers - Broad","Poster [Redirect link]",2025-12-16,https://www.abunchofstuff.com/tickets,not_delivering,ad,679,725,1.06774669,"7-day click, 1-day view, or 1-day engaged-view",,,825,,2025-11-29,2026-01-13,,,103.125,1137.93103448,,,8,,2025-12-16,2025-12-16
Sales,"Account Engagers - Broad","Black and white photo",2025-12-16,https://www.abunchofstuff.com/tickets,not_delivering,ad,2210,2457,1.11176471,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",2,2927,1463.5,2025-11-29,2026-01-13,,,54.2037037,1191.29019129,1463.5,2,54,,2025-12-16,2025-12-16
Sales,"Web Audience Retarg",Poster,2025-12-16,https://abunchofstuff.com/ja,not_delivering,ad,3887,4274,1.09956264,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",3,4080,1360,2025-11-27,2026-01-13,,,55.13513514,954.60926533,1360,3,74,,2025-12-16,2025-12-16
Sales,"Web Audience Retarg","Poster [Redirect link]",2025-12-16,https://www.abunchofstuff.com/tickets,not_delivering,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view",,,1,,2025-11-27,2026-01-13,,,,500,,,,,2025-12-16,2025-12-16
Sales,"Account Engagers - Broad","JD Graffiti Paint",2025-12-16,https://www.abunchofstuff.com/tickets,not_delivering,ad,2350,2627,1.11787234,"7-day click, 1-day view, or 1-day engaged-view",,,2363,,2025-11-29,2026-01-13,,,53.70454545,899.50513894,,,44,,2025-12-16,2025-12-16
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Graffiti Paint - Copy",2025-12-16,https://johnnydepp-abos.zaiko.io/,active,ad,16,16,1,"7-day click, 1-day view, or 1-day engaged-view",,,23,,2025-12-06,2026-01-19,,,,1437.5,,,,,2025-12-16,2025-12-16
Sales,"Account Engagers - Broad","JD Gpainting with graphics",2025-12-16,https://www.abunchofstuff.com/tickets,not_delivering,ad,5234,5781,1.10450898,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,6043,6043,2025-11-29,2026-01-13,,,83.93055556,1045.32087874,6043,1,72,,2025-12-16,2025-12-16
Sales,"Web Audience Retarg","JD Graffiti Paint - Copy",2025-12-16,https://www.abunchofstuff.com/tickets,not_delivering,ad,221,238,1.07692308,"7-day click, 1-day view, or 1-day engaged-view",,,393,,2025-11-27,2026-01-13,,,65.5,1651.2605042,,,6,,2025-12-16,2025-12-16
Sales,"Account Engagers - Broad","JD Spray Painting Ground - Copy 2",2025-12-16,https://abunchofstuff.com/ja,not_delivering,ad,2601,2966,1.14033064,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",2,3587,1793.5,2025-11-29,2026-01-13,,,87.48780488,1209.37289278,1793.5,2,41,,2025-12-16,2025-12-16
Sales,"Web Audience Retarg","Black and white photo - Copy",2025-12-16,https://www.abunchofstuff.com/tickets,not_delivering,ad,371,391,1.05390836,"7-day click, 1-day view, or 1-day engaged-view",,,445,,2025-11-27,2026-01-13,,,111.25,1138.10741688,,,4,,2025-12-16,2025-12-16
Sales,"Account Engagers - Broad","JD Graffiti Paint",2025-12-15,https://www.abunchofstuff.com/tickets,not_delivering,ad,1426,1468,1.02945302,"7-day click, 1-day view, or 1-day engaged-view",,,1135,,2025-11-29,2026-01-13,,,35.46875,773.16076294,,,32,,2025-12-15,2025-12-15
Sales,"Web Audience Retarg","Poster [Redirect link]",2025-12-15,https://www.abunchofstuff.com/tickets,not_delivering,ad,2,3,1.5,"7-day click, 1-day view, or 1-day engaged-view",,,3,,2025-11-27,2026-01-13,,,,1000,,,,,2025-12-15,2025-12-15
Sales,"Web Audience Retarg",Poster,2025-12-15,https://abunchofstuff.com/ja,not_delivering,ad,3063,3370,1.10022853,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",2,2731,1365.5,2025-11-27,2026-01-13,,,52.51923077,810.38575668,1365.5,2,52,,2025-12-15,2025-12-15
Sales,"Account Engagers - Broad",Poster,2025-12-15,https://abunchofstuff.com/ja,not_delivering,ad,306,328,1.07189542,"7-day click, 1-day view, or 1-day engaged-view",,,243,,2025-11-29,2026-01-13,,,17.35714286,740.85365854,,,14,,2025-12-15,2025-12-15
Sales,"Account Engagers - Broad","Poster [Redirect link]",2025-12-15,https://www.abunchofstuff.com/tickets,not_delivering,ad,33,34,1.03030303,"7-day click, 1-day view, or 1-day engaged-view",,,25,,2025-11-29,2026-01-13,,,,735.29411765,,,,,2025-12-15,2025-12-15
Sales,"Account Engagers - Broad","JD Gpainting with graphics",2025-12-15,https://www.abunchofstuff.com/tickets,not_delivering,ad,1746,1926,1.10309278,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,1533,1533,2025-11-29,2026-01-13,,,49.4516129,795.95015576,1533,1,31,,2025-12-15,2025-12-15
Sales,"Account Engagers - Broad","Black and white photo",2025-12-15,https://www.abunchofstuff.com/tickets,not_delivering,ad,1704,1904,1.11737089,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,1498,1498,2025-11-29,2026-01-13,,,45.39393939,786.76470588,1498,1,33,,2025-12-15,2025-12-15
Sales,"Web Audience Retarg","Black and white photo - Copy",2025-12-15,https://www.abunchofstuff.com/tickets,not_delivering,ad,495,533,1.07676768,"7-day click, 1-day view, or 1-day engaged-view",,,494,,2025-11-27,2026-01-13,,,61.75,926.82926829,,,8,,2025-12-15,2025-12-15
Sales,"Web Audience Retarg","JD Graffiti Paint - Copy",2025-12-15,https://www.abunchofstuff.com/tickets,not_delivering,ad,5,5,1,"7-day click, 1-day view, or 1-day engaged-view",,,4,,2025-11-27,2026-01-13,,,,800,,,,,2025-12-15,2025-12-15
Sales,"Account Engagers - Broad","JD Spray Painting Ground - Copy 2",2025-12-15,https://abunchofstuff.com/ja,not_delivering,ad,2715,3127,1.15174954,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",3,2423,807.66666667,2025-11-29,2026-01-13,,,63.76315789,774.86408698,807.66666667,3,38,,2025-12-15,2025-12-15
Sales,"Account Engagers - Broad","JD Graffiti Paint",2025-12-14,https://www.abunchofstuff.com/tickets,not_delivering,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view",,,0,,2025-11-29,2026-01-13,,,,0,,,,,2025-12-14,2025-12-14
Sales,"Web Audience Retarg",Poster,2025-12-14,https://abunchofstuff.com/ja,not_delivering,ad,1462,1812,1.23939808,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",3,1641,547,2025-11-27,2026-01-13,,,39.07142857,905.62913907,547,3,42,,2025-12-14,2025-12-14
Sales,"Account Engagers - Broad",Poster,2025-12-14,https://abunchofstuff.com/ja,not_delivering,ad,11,12,1.09090909,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",2,7,3.5,2025-11-29,2026-01-13,,,,583.33333333,3.5,2,,,2025-12-14,2025-12-14
Sales,"Web Audience Retarg","JD Graffiti Paint - Copy",2025-12-14,https://www.abunchofstuff.com/tickets,not_delivering,ad,20,20,1,"7-day click, 1-day view, or 1-day engaged-view",,,28,,2025-11-27,2026-01-13,,,,1400,,,,,2025-12-14,2025-12-14
Sales,"Account Engagers - Broad","Black and white photo",2025-12-14,https://www.abunchofstuff.com/tickets,not_delivering,ad,208,251,1.20673077,"7-day click, 1-day view, or 1-day engaged-view",,,177,,2025-11-29,2026-01-13,,,25.28571429,705.17928287,,,7,,2025-12-14,2025-12-14
Sales,"Web Audience Retarg","Black and white photo - Copy",2025-12-14,https://www.abunchofstuff.com/tickets,not_delivering,ad,294,337,1.1462585,"7-day click, 1-day view, or 1-day engaged-view",,,288,,2025-11-27,2026-01-13,,,28.8,854.59940653,,,10,,2025-12-14,2025-12-14
Sales,"Account Engagers - Broad","JD Spray Painting Ground - Copy 2",2025-12-14,https://abunchofstuff.com/ja,not_delivering,ad,368,389,1.05706522,"7-day click, 1-day view, or 1-day engaged-view",,,307,,2025-11-29,2026-01-13,,,38.375,789.20308483,,,8,,2025-12-14,2025-12-14
Sales,"Web Audience Retarg","Poster [Redirect link]",2025-12-13,https://www.abunchofstuff.com/tickets,not_delivering,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view",,,1,,2025-11-27,2026-01-13,,,,500,,,,,2025-12-13,2025-12-13
Sales,"Web Audience Retarg",Poster,2025-12-13,https://abunchofstuff.com/ja,not_delivering,ad,1779,2247,1.26306914,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",2,2185,1092.5,2025-11-27,2026-01-13,,,56.02564103,972.40765465,1092.5,2,39,,2025-12-13,2025-12-13
Sales,"Account Engagers - Broad","Poster [Redirect link]",2025-12-13,https://www.abunchofstuff.com/tickets,not_delivering,ad,35,35,1,"7-day click, 1-day view, or 1-day engaged-view",,,24,,2025-11-29,2026-01-13,,,12,685.71428571,,,2,,2025-12-13,2025-12-13
Sales,"Account Engagers - Broad",Poster,2025-12-13,https://abunchofstuff.com/ja,not_delivering,ad,132,144,1.09090909,"7-day click, 1-day view, or 1-day engaged-view",,,106,,2025-11-29,2026-01-13,,,21.2,736.11111111,,,5,,2025-12-13,2025-12-13
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Pose with Graphic",2025-12-13,https://abunchofstuff.com/ja,active,ad,0,0,0,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,0,0,2025-12-06,2026-01-19,,,,,0,1,,,2025-12-13,2025-12-13
Sales,"Account Engagers - Broad","Black and white photo",2025-12-13,https://www.abunchofstuff.com/tickets,not_delivering,ad,74,76,1.02702703,"7-day click, 1-day view, or 1-day engaged-view",,,57,,2025-11-29,2026-01-13,,,28.5,750,,,2,,2025-12-13,2025-12-13
Sales,"Web Audience Retarg","Black and white photo - Copy",2025-12-13,https://www.abunchofstuff.com/tickets,not_delivering,ad,248,266,1.07258065,"7-day click, 1-day view, or 1-day engaged-view",,,254,,2025-11-27,2026-01-13,,,19.53846154,954.88721805,,,13,,2025-12-13,2025-12-13
Sales,"Account Engagers - Broad","JD Spray Painting Ground - Copy 2",2025-12-13,https://abunchofstuff.com/ja,not_delivering,ad,466,543,1.16523605,"7-day click, 1-day view, or 1-day engaged-view",,,427,,2025-11-29,2026-01-13,,,28.46666667,786.37200737,,,15,,2025-12-13,2025-12-13
Sales,"Account Engagers - Broad","JD Gpainting with graphics",2025-12-13,https://www.abunchofstuff.com/tickets,not_delivering,ad,61,64,1.04918033,"7-day click, 1-day view, or 1-day engaged-view",,,43,,2025-11-29,2026-01-13,,,43,671.875,,,1,,2025-12-13,2025-12-13
Sales,"Web Audience Retarg","Black and white photo - Copy",2025-12-12,https://www.abunchofstuff.com/tickets,not_delivering,ad,251,287,1.14342629,"7-day click, 1-day view, or 1-day engaged-view",,,263,,2025-11-27,2026-01-13,,,65.75,916.37630662,,,4,,2025-12-12,2025-12-12
Sales,"Web Audience Retarg","Poster [Redirect link]",2025-12-12,https://www.abunchofstuff.com/tickets,not_delivering,ad,5,6,1.2,"7-day click, 1-day view, or 1-day engaged-view",,,13,,2025-11-27,2026-01-13,,,,2166.66666667,,,,,2025-12-12,2025-12-12
Sales,"Account Engagers - Broad","Poster [Redirect link]",2025-12-12,https://www.abunchofstuff.com/tickets,not_delivering,ad,24,24,1,"7-day click, 1-day view, or 1-day engaged-view",,,54,,2025-11-29,2026-01-13,,,,2250,,,,,2025-12-12,2025-12-12
Sales,"Account Engagers - Broad","JD Graffiti Paint",2025-12-12,https://www.abunchofstuff.com/tickets,not_delivering,ad,67,74,1.10447761,"7-day click, 1-day view, or 1-day engaged-view",,,64,,2025-11-29,2026-01-13,,,21.33333333,864.86486486,,,3,,2025-12-12,2025-12-12
Sales,"Account Engagers - Broad","Black and white photo",2025-12-12,https://www.abunchofstuff.com/tickets,not_delivering,ad,29,30,1.03448276,"7-day click, 1-day view, or 1-day engaged-view",,,21,,2025-11-29,2026-01-13,,,21,700,,,1,,2025-12-12,2025-12-12
Sales,"Account Engagers - Broad","JD Gpainting with graphics",2025-12-12,https://www.abunchofstuff.com/tickets,not_delivering,ad,48,54,1.125,"7-day click, 1-day view, or 1-day engaged-view",,,46,,2025-11-29,2026-01-13,,,46,851.85185185,,,1,,2025-12-12,2025-12-12
Sales,"Web Audience Retarg",Poster,2025-12-12,https://abunchofstuff.com/ja,not_delivering,ad,359,410,1.14206128,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,524,524,2025-11-27,2026-01-13,,,58.22222222,1278.04878049,524,1,9,,2025-12-12,2025-12-12
Sales,"Web Audience Retarg","JD Graffiti Paint - Copy",2025-12-12,https://www.abunchofstuff.com/tickets,not_delivering,ad,36,38,1.05555556,"7-day click, 1-day view, or 1-day engaged-view",,,31,,2025-11-27,2026-01-13,,,,815.78947368,,,,,2025-12-12,2025-12-12
"ABOS Sales Campaign","Zaiko + InBound (English)","Poster [Redirect link]",2025-12-12,https://johnnydepp-abos.zaiko.io/,active,ad,13,13,1,"7-day click, 1-day view, or 1-day engaged-view",,,11,,2025-12-06,2026-01-19,,,,846.15384615,,,,,2025-12-12,2025-12-12
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Pose with Graphic",2025-12-12,https://abunchofstuff.com/ja,active,ad,66,69,1.04545455,"7-day click, 1-day view, or 1-day engaged-view",,,65,,2025-12-06,2026-01-19,,,,942.02898551,,,,,2025-12-12,2025-12-12
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Graffiti Paint - Copy",2025-12-12,https://johnnydepp-abos.zaiko.io/,active,ad,0,0,0,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,0,0,2025-12-06,2026-01-19,,,,,0,1,,,2025-12-12,2025-12-12
"ABOS Sales Campaign","Zaiko + InBound (English)","JD w/ Confetti",2025-12-12,https://johnnydepp-abos.zaiko.io/,active,ad,19,19,1,"7-day click, 1-day view, or 1-day engaged-view",,,12,,2025-12-06,2026-01-19,,,,631.57894737,,,,,2025-12-12,2025-12-12
Sales,"Account Engagers - Broad","JD Spray Painting Ground - Copy 2",2025-12-12,https://abunchofstuff.com/ja,not_delivering,ad,639,794,1.24256651,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,648,648,2025-11-29,2026-01-13,,,34.10526316,816.1209068,648,1,19,,2025-12-12,2025-12-12
Sales,"Web Audience Retarg","Poster [Redirect link]",2025-12-11,https://www.abunchofstuff.com/tickets,not_delivering,ad,1,2,2,"7-day click, 1-day view, or 1-day engaged-view",,,2,,2025-11-27,2026-01-13,,,,1000,,,,,2025-12-11,2025-12-11
Sales,"Account Engagers - Broad",Poster,2025-12-11,https://abunchofstuff.com/ja,not_delivering,ad,35,37,1.05714286,"7-day click, 1-day view, or 1-day engaged-view",,,34,,2025-11-29,2026-01-13,,,8.5,918.91891892,,,4,,2025-12-11,2025-12-11
Sales,"Account Engagers - Broad","Poster [Redirect link]",2025-12-11,https://www.abunchofstuff.com/tickets,not_delivering,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view",,,1,,2025-11-29,2026-01-13,,,,500,,,,,2025-12-11,2025-12-11
Sales,"Account Engagers - Broad","Black and white photo",2025-12-11,https://www.abunchofstuff.com/tickets,not_delivering,ad,44,46,1.04545455,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,32,32,2025-11-29,2026-01-13,,,16,695.65217391,32,1,2,,2025-12-11,2025-12-11
Sales,"Web Audience Retarg","Black and white photo - Copy",2025-12-11,https://www.abunchofstuff.com/tickets,not_delivering,ad,187,208,1.11229947,"7-day click, 1-day view, or 1-day engaged-view",,,180,,2025-11-27,2026-01-13,,,25.71428571,865.38461538,,,7,,2025-12-11,2025-12-11
Sales,"Account Engagers - Broad","JD Gpainting with graphics",2025-12-11,https://www.abunchofstuff.com/tickets,not_delivering,ad,162,186,1.14814815,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,130,130,2025-11-29,2026-01-13,,,14.44444444,698.92473118,130,1,9,,2025-12-11,2025-12-11
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Graffiti Paint - Copy",2025-12-11,https://johnnydepp-abos.zaiko.io/,active,ad,328,366,1.11585366,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",2,417,208.5,2025-12-06,2026-01-19,,,24.52941176,1139.3442623,208.5,2,17,,2025-12-11,2025-12-11
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Spray Painting Ground - Copy 2",2025-12-11,https://johnnydepp-abos.zaiko.io/,inactive,ad,44,45,1.02272727,"7-day click, 1-day view, or 1-day engaged-view",,,33,,2025-12-06,2026-01-19,,,,733.33333333,,,,,2025-12-11,2025-12-11
Sales,"Account Engagers - Broad","JD Spray Painting Ground - Copy 2",2025-12-11,https://abunchofstuff.com/ja,not_delivering,ad,250,278,1.112,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",3,192,64,2025-11-29,2026-01-13,,,48,690.64748201,64,3,4,,2025-12-11,2025-12-11
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Pose with Graphic",2025-12-10,https://abunchofstuff.com/ja,active,ad,9,10,1.11111111,"7-day click, 1-day view, or 1-day engaged-view",,,9,,2025-12-06,2026-01-19,,,,900,,,,,2025-12-10,2025-12-10
Sales,"Web Audience Retarg","Poster [Redirect link]",2025-12-10,https://www.abunchofstuff.com/tickets,not_delivering,ad,40,41,1.025,"7-day click, 1-day view, or 1-day engaged-view",,,37,,2025-11-27,2026-01-13,,,,902.43902439,,,,,2025-12-10,2025-12-10
Sales,"Account Engagers - Broad",Poster,2025-12-10,https://abunchofstuff.com/ja,not_delivering,ad,79,81,1.02531646,"7-day click, 1-day view, or 1-day engaged-view",,,85,,2025-11-29,2026-01-13,,,28.33333333,1049.38271605,,,3,,2025-12-10,2025-12-10
Sales,"Account Engagers - Broad","Black and white photo",2025-12-10,https://www.abunchofstuff.com/tickets,not_delivering,ad,22,22,1,"7-day click, 1-day view, or 1-day engaged-view",,,13,,2025-11-29,2026-01-13,,,3.25,590.90909091,,,4,,2025-12-10,2025-12-10
Sales,"Account Engagers - Broad","JD Gpainting with graphics",2025-12-10,https://www.abunchofstuff.com/tickets,not_delivering,ad,508,624,1.22834646,"7-day click, 1-day view, or 1-day engaged-view",,,528,,2025-11-29,2026-01-13,,,88,846.15384615,,,6,,2025-12-10,2025-12-10
Sales,"Web Audience Retarg","Black and white photo - Copy",2025-12-10,https://www.abunchofstuff.com/tickets,not_delivering,ad,240,280,1.16666667,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",2,305,152.5,2025-11-27,2026-01-13,,,27.72727273,1089.28571429,152.5,2,11,,2025-12-10,2025-12-10
Sales,"Account Engagers - Broad","Poster [Redirect link]",2025-12-10,https://www.abunchofstuff.com/tickets,not_delivering,ad,129,131,1.01550388,"7-day click, 1-day view, or 1-day engaged-view",,,122,,2025-11-29,2026-01-13,,,61,931.29770992,,,2,,2025-12-10,2025-12-10
Sales,"Zaiko Test - Account Engagers - Broad","JD Graffiti Paint",2025-12-10,https://johnnydepp-abos.zaiko.io/,not_delivering,ad,61,66,1.08196721,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,80,80,2025-12-08,2025-12-31,,,26.66666667,1212.12121212,80,1,3,,2025-12-10,2025-12-10
Sales,"Zaiko Test - Account Engagers - Broad","Black and white photo",2025-12-10,https://www.abunchofstuff.com/tickets,not_delivering,ad,176,188,1.06818182,"7-day click, 1-day view, or 1-day engaged-view",,,145,,2025-12-08,2025-12-31,,,48.33333333,771.27659574,,,3,,2025-12-10,2025-12-10
Sales,"Zaiko Test - Account Engagers - Broad","JD Gpainting with graphics",2025-12-10,https://www.abunchofstuff.com/tickets,not_delivering,ad,94,102,1.08510638,"7-day click, 1-day view, or 1-day engaged-view",,,87,,2025-12-08,2025-12-31,,,29,852.94117647,,,3,,2025-12-10,2025-12-10
Sales,"Zaiko Test - Account Engagers - Broad","Poster [Redirect link]",2025-12-10,https://johnnydepp-abos.zaiko.io/,not_delivering,ad,291,309,1.06185567,"7-day click, 1-day view, or 1-day engaged-view",,,281,,2025-12-08,2025-12-31,,,40.14285714,909.38511327,,,7,,2025-12-10,2025-12-10
Sales,"Account Engagers - Broad","JD Spray Painting Ground - Copy 2",2025-12-10,https://abunchofstuff.com/ja,not_delivering,ad,575,657,1.1426087,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,727,727,2025-11-29,2026-01-13,,,45.4375,1106.54490107,727,1,16,,2025-12-10,2025-12-10
Sales,"Zaiko Test - Account Engagers - Broad",Poster,2025-12-10,https://abunchofstuff.com/ja,not_delivering,ad,226,255,1.12831858,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,227,227,2025-12-08,2025-12-31,,,56.75,890.19607843,227,1,4,,2025-12-10,2025-12-10
Sales,"Web Audience Retarg",Poster,2025-12-09,https://abunchofstuff.com/ja,not_delivering,ad,19,22,1.15789474,"7-day click, 1-day view, or 1-day engaged-view",,,16,,2025-11-27,2026-01-13,,,,727.27272727,,,,,2025-12-09,2025-12-09
Sales,"Web Audience Retarg","JD Graffiti Paint - Copy",2025-12-09,https://www.abunchofstuff.com/tickets,not_delivering,ad,66,72,1.09090909,"7-day click, 1-day view, or 1-day engaged-view",,,63,,2025-11-27,2026-01-13,,,15.75,875,,,4,,2025-12-09,2025-12-09
Sales,"Account Engagers - Broad",Poster,2025-12-09,https://abunchofstuff.com/ja,not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,0,0,2025-11-29,2026-01-13,,,0,0,0,1,1,,2025-12-09,2025-12-09
Sales,"Account Engagers - Broad","JD Graffiti Paint",2025-12-09,https://www.abunchofstuff.com/tickets,not_delivering,ad,11,11,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",2,7,3.5,2025-11-29,2026-01-13,,,7,636.36363636,3.5,2,1,,2025-12-09,2025-12-09
Sales,"Account Engagers - Broad","Black and white photo",2025-12-09,https://www.abunchofstuff.com/tickets,not_delivering,ad,9,9,1,"7-day click, 1-day view, or 1-day engaged-view",,,7,,2025-11-29,2026-01-13,,,,777.77777778,,,,,2025-12-09,2025-12-09
Sales,"Account Engagers - Broad","JD Gpainting with graphics",2025-12-09,https://www.abunchofstuff.com/tickets,not_delivering,ad,682,816,1.19648094,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",2,665,332.5,2025-11-29,2026-01-13,,,35,814.95098039,332.5,2,19,,2025-12-09,2025-12-09
Sales,"Web Audience Retarg","Black and white photo - Copy",2025-12-09,https://www.abunchofstuff.com/tickets,not_delivering,ad,223,261,1.17040359,"7-day click, 1-day view, or 1-day engaged-view",,,249,,2025-11-27,2026-01-13,,,35.57142857,954.02298851,,,7,,2025-12-09,2025-12-09
Sales,"Account Engagers - Broad","JD Spray Painting Ground - Copy 2",2025-12-09,https://abunchofstuff.com/ja,not_delivering,ad,2172,2837,1.30616943,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",2,2375,1187.5,2025-11-29,2026-01-13,,,26.98863636,837.15192104,1187.5,2,88,,2025-12-09,2025-12-09
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Pose with Graphic",2025-12-09,https://abunchofstuff.com/ja,active,ad,0,0,0,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,0,0,2025-12-06,2026-01-19,,,,,0,1,,,2025-12-09,2025-12-09
