"Campaign name","Ad set name","Ad name",Day,"Delivery status","Delivery level",Reach,Impressions,Frequency,"Attribution setting","Result type",Results,"Amount spent (JPY)","Cost per result",Starts,Ends,"Purchases rate per link clicks","Purchases rate per landing page views","CPC (cost per link click)","CPM (cost per 1,000 impressions)","Cost per purchase",Purchases,"Link clicks","Cost per unique link click","Cost per add to cart","Cost per checkout initiated","Landing page views","Cost per landing page view","Landing page views rate per link clicks","Unique link clicks","Unique CTR (link click-through rate)","Adds to cart","Checkouts initiated",Leads,"Cost per lead","Result rate",Views,Viewers,"Results rate per link clicks","Ad Delivery","Campaign Delivery","Ad set delivery","Quality ranking","Engagement rate ranking","Video average play time","Video plays at 25%","Video plays at 50%","Video plays at 75%","Video plays at 95%","Video plays at 100%","Cost per 3-second video play","Cost per ThruPlay","Outbound clicks","Unique outbound clicks","CTR (link click-through rate)","Outbound CTR (click-through rate)","Unique outbound CTR (click-through rate)","Unique CTR (all)","Unique clicks (all)","Instagram profile visits","Ad recall lift","Ad recall lift rate",Bid,"Bid type","Buying type","Performance goal",Objective,"Reporting starts","Reporting ends","Campaign Budget","Campaign Budget Type"
"Sales - Copy","Web Audience Retarg","JD Pose with Graphic - Copy",2026-01-28,not_delivering,ad,0,0,0,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,0,0,2026-01-21,Ongoing,0,0,,,0,1,,,0,0,,,0,,,1,1,,,,0,0,,not_delivering,inactive,not_delivering,-,-,,,,,,,,,,,,,,,0,0,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-01-28,2026-01-28,100000,Daily
"Sales - Copy","Custom Audience (Video + Interaction + LP)","Black and white photo - Copy",2026-01-28,not_delivering,ad,17,19,1.11764706,"7-day click or 1-day view",,,5,,2026-01-26,Ongoing,0,0,,263.15789474,,,,,,,,,0,,,,,,,,19,17,,not_delivering,inactive,not_delivering,-,-,2,,,,,,5,,,,,,,0,0,0,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-01-28,2026-01-28,100000,Daily
"Awareness 2.0","Tokyo & Kanagawa Broad","Immersive Experience [Post]",2026-01-28,active,ad,8482,8482,1,"7-day click or 1-day view",Reach,8482,645,76.04338599,2026-01-19,Ongoing,0,0,129,76.04338599,,,5,129,,,5,129,100,5,0.05894836,,,,,100,8546,8486,169640,active,active,active,"Above average",-,,,,,,,,,5,5,0.05894836,0.05894836,0.05894836,0.10610705,9,1,,,,ABSOLUTE_OCPM,AUCTION,Reach,Awareness,2026-01-28,2026-01-28,20000,Daily
"Sales - Copy","Zaiko + InBound (English) - Copy","JD Pose with Graphic",2026-01-28,not_delivering,ad,401,465,1.159601,"7-day click or 1-day view","Website purchases",1,298,298,2026-01-28,Ongoing,14.28571429,25,42.57142857,640.86021505,298,1,7,42.57142857,149,149,4,74.5,57.14285714,7,1.74563591,2,2,2,149,0.21505376,466,401,14.28571429,not_delivering,inactive,not_delivering,-,-,,,,,,,,,7,7,1.50537634,1.50537634,1.74563591,2.9925187,12,8,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-01-28,2026-01-28,100000,Daily
"Sales - Copy","Custom Audience (Video + Interaction + LP)","JD Konnichiwa Video",2026-01-27,not_delivering,ad,43,45,1.04651163,"7-day click or 1-day view",,,58,,2026-01-26,Ongoing,0,0,14.5,1288.88888889,,,4,58,,,2,29,50,1,2.3255814,,,1,58,,46,42,,not_delivering,inactive,not_delivering,-,-,3,,,,,,11.6,58,4,1,8.88888889,8.88888889,2.3255814,4.65116279,2,2,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-01-27,2026-01-27,100000,Daily
"Sales - Copy","Custom Audience (Video + Interaction + LP)","Poster [Redirect link]",2026-01-27,inactive,ad,79,88,1.11392405,"7-day click or 1-day view",,,96,,2026-01-26,Ongoing,0,0,,1090.90909091,,,,,,,,,0,,,,,,,,88,79,,inactive,inactive,not_delivering,-,-,,,,,,,,,,,,,,1.26582278,1,0,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-01-27,2026-01-27,100000,Daily
"Sales - Copy","Custom Audience (Video + Interaction + LP)","JD Pose with Graphic - Copy",2026-01-27,not_delivering,ad,6,8,1.33333333,"7-day click or 1-day view",,,7,,2026-01-26,Ongoing,0,0,,875,,,,,,,,,0,,,,,,,,8,6,,not_delivering,inactive,not_delivering,-,-,,,,,,,,,,,,,,0,0,0,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-01-27,2026-01-27,100000,Daily
"Awareness 2.0","Tokyo & Kanagawa Broad","JD Konnichiwa Vid",2026-01-27,active,ad,6467,6632,1.02551415,"7-day click or 1-day view",Reach,6467,574,88.75831143,2026-01-19,Ongoing,0,0,143.5,86.55006031,,,4,191.33333333,,,2,287,50,3,0.04638936,,,,,97.51206273,6532,5780,161675,active,active,active,"Above average",-,2,78,27,17,7,6,0.56663376,4.66666667,4,3,0.06031363,0.06031363,0.04638936,0.64945106,42,0,,,,ABSOLUTE_OCPM,AUCTION,Reach,Awareness,2026-01-27,2026-01-27,20000,Daily
"Sales - Copy","Web Audience Retarg","Black and white photo - Copy",2026-01-27,not_delivering,ad,241,321,1.33195021,"7-day click, 1-day view, or 1-day engaged-view",,,352,,2026-01-21,Ongoing,0,0,58.66666667,1096.57320872,,,6,88,352,,6,58.66666667,100,4,1.65975104,1,,2,176,,323,234,,not_delivering,inactive,not_delivering,-,-,11,18,7,6,2,2,7.33333333,19.55555556,6,4,1.86915888,1.86915888,1.65975104,4.56431535,11,4,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-01-27,2026-01-27,100000,Daily
"Sales - Copy","Web Audience Retarg",Poster,2026-01-27,not_delivering,ad,323,412,1.2755418,"7-day click, 1-day view, or 1-day engaged-view",,,490,,2026-01-21,Ongoing,0,0,44.54545455,1189.32038835,,,11,54.44444444,490,245,9,54.44444444,81.81818182,9,2.78637771,1,2,10,49,,413,323,,not_delivering,inactive,not_delivering,-,-,,,,,,,,,11,9,2.66990291,2.66990291,2.78637771,4.33436533,14,5,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-01-27,2026-01-27,100000,Daily
"Sales - Copy","Web Audience Retarg","Flexible 3 Groups",2026-01-27,not_delivering,ad,588,838,1.42517007,"7-day click, 1-day view, or 1-day engaged-view",,,1050,,2026-01-21,Ongoing,0,0,40.38461538,1252.98329356,,,26,58.33333333,350,1050,20,52.5,76.92307692,18,3.06122449,3,1,19,55.26315789,,837,581,,not_delivering,inactive,not_delivering,-,-,7,16,9,7,2,1,14.78873239,55.26315789,26,18,3.1026253,3.1026253,3.06122449,6.80272109,40,8,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-01-27,2026-01-27,100000,Daily
"Sales - Copy","Custom Audience (Video + Interaction + LP)","Flexible 3 Groups",2026-01-27,not_delivering,ad,2,2,1,"7-day click or 1-day view",,,0,,2026-01-26,Ongoing,0,0,,0,,,,,,,,,0,,,,,,,,2,2,,not_delivering,inactive,not_delivering,-,-,,,,,,,,,,,,,,0,0,0,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-01-27,2026-01-27,100000,Daily
"Sales - Copy","Custom Audience (Video + Interaction + LP)","JD Graffiti Paint - Copy",2026-01-27,not_delivering,ad,1,1,1,"7-day click or 1-day view",,,0,,2026-01-26,Ongoing,0,0,,0,,,,,,,,,0,,,,,,,,1,1,,not_delivering,inactive,not_delivering,-,-,,,,,,,,,,,,,,0,0,0,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-01-27,2026-01-27,100000,Daily
"Sales - Copy","Web Audience Retarg","JD Graffiti Paint - Copy",2026-01-27,not_delivering,ad,4,4,1,"7-day click, 1-day view, or 1-day engaged-view",,,4,,2026-01-21,Ongoing,0,0,,1000,,,,,,,,,0,,,,,,,,4,4,,not_delivering,inactive,not_delivering,-,-,,,,,,,,,,,,,,0,0,0,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-01-27,2026-01-27,100000,Daily
"Sales - Copy","Web Audience Retarg","JD Konnichiwa Video",2026-01-27,not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view",,,1,,2026-01-21,Ongoing,0,0,,1000,,,,,,,,,0,,,,,,,,1,1,,not_delivering,inactive,not_delivering,-,-,,,,,,,,,,,,,,0,0,0,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-01-27,2026-01-27,100000,Daily
"Sales - Copy","Web Audience Retarg","Poster [Redirect link] + related Media",2026-01-27,not_delivering,ad,184,224,1.2173913,"7-day click, 1-day view, or 1-day engaged-view",,,211,,2026-01-21,Ongoing,0,0,52.75,941.96428571,,,4,52.75,,,2,105.5,50,4,2.17391304,,,,,,224,181,,not_delivering,inactive,not_delivering,-,-,4,1,,,,,26.375,211,4,4,1.78571429,1.78571429,2.17391304,5.97826087,11,2,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-01-27,2026-01-27,100000,Daily
"Sales - Copy","Custom Audience (Video + Interaction + LP)","Opening Weekend Video - Copy 2",2026-01-27,not_delivering,ad,24,27,1.125,"7-day click or 1-day view",,,29,,2026-01-26,Ongoing,0,0,14.5,1074.07407407,,,2,14.5,,,1,29,50,2,8.33333333,,,,,,28,23,,not_delivering,inactive,not_delivering,-,-,6,3,2,1,1,1,2.07142857,9.66666667,2,2,7.40740741,7.40740741,8.33333333,8.33333333,2,1,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-01-27,2026-01-27,100000,Daily
"Awareness 2.0","Tokyo & Kanagawa Broad","JD - Something Inspires Vid",2026-01-27,active,ad,51,51,1,"7-day click or 1-day view",Reach,51,5,98.03921569,2026-01-19,Ongoing,0,0,,98.03921569,,,,,,,,,0,,,,,,,100,49,47,,active,active,active,-,-,1,,,,,,1.66666667,,,,,,,0,0,0,,,,ABSOLUTE_OCPM,AUCTION,Reach,Awareness,2026-01-27,2026-01-27,20000,Daily
"Sales - Copy","Custom Audience (Video + Interaction + LP)","JD sitting desk - Copy",2026-01-27,not_delivering,ad,8,8,1,"7-day click or 1-day view",,,3,,2026-01-26,Ongoing,0,0,,375,,,,,,,,,0,,,,,,,,8,8,,not_delivering,inactive,not_delivering,-,-,,,,,,,,,,,,,,0,0,0,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-01-27,2026-01-27,100000,Daily
"ABOS Traffic 2.0","JD Deep Interest","JD Konnichiwa Video - Copy",2026-01-27,active,ad,0,0,0,"7-day click or 1-day view",,,0,,2026-01-09,Ongoing,0,0,,,,,,,,,,,0,,,,,1,0,,0,0,,active,active,active,-,-,,,,,,,,,,,,,,,0,0,,,,ABSOLUTE_OCPM,AUCTION,"Landing Page Views",Traffic,2026-01-27,2026-01-27,50000,Daily
"Awareness 2.0","Tokyo & Kanagawa Broad",jd-bw-photo,2026-01-27,active,ad,14688,14688,1,"7-day click or 1-day view",Reach,14688,1127,76.72930283,2026-01-19,Ongoing,0,0,125.22222222,76.72930283,,,9,125.22222222,,,4,281.75,44.44444444,9,0.06127451,,,1,1127,100,14724,14983,163200,active,active,active,-,-,,,,,,,,,9,9,0.06127451,0.06127451,0.06127451,0.10893246,16,1,,,,ABSOLUTE_OCPM,AUCTION,Reach,Awareness,2026-01-27,2026-01-27,20000,Daily
"Sales - Copy","Custom Audience (Video + Interaction + LP)",Poster,2026-01-27,inactive,ad,134,143,1.06716418,"7-day click or 1-day view",,,136,,2026-01-26,Ongoing,0,0,136,951.04895105,,,1,136,,,1,136,100,1,0.74626866,,,,,,143,134,,inactive,inactive,not_delivering,-,-,,,,,,,,,1,1,0.6993007,0.6993007,0.74626866,2.23880597,3,1,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-01-27,2026-01-27,100000,Daily
"Sales - Copy","Custom Audience (Video + Interaction + LP)","Poster [Redirect link] + related Media",2026-01-27,not_delivering,ad,347,389,1.12103746,"7-day click or 1-day view",,,314,,2026-01-26,Ongoing,0,0,78.5,807.19794344,,,4,78.5,,,4,78.5,100,4,1.15273775,,,,,,394,340,,not_delivering,inactive,not_delivering,-,-,77,11,6,5,3,2,7.30232558,26.16666667,4,4,1.02827763,1.02827763,1.15273775,2.59365994,9,3,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-01-27,2026-01-27,100000,Daily
"Awareness 2.0","Tokyo & Kanagawa Broad","Opening Day Line Vid [Post]",2026-01-27,active,ad,4148,4148,1,"7-day click or 1-day view",Reach,4148,365,87.99421408,2026-01-19,Ongoing,0,0,,87.99421408,,,,,,,,,0,,,,,,,100,4201,3892,,active,active,active,"Above average",-,2,135,28,17,15,13,0.42099193,5.88709677,,,,,,0.16875603,7,0,,,,ABSOLUTE_OCPM,AUCTION,Reach,Awareness,2026-01-27,2026-01-27,20000,Daily
"Awareness 2.0","Tokyo & Kanagawa Broad","Opening Day Line Vid [Post] - Copy",2026-01-27,active,ad,287,287,1,"7-day click or 1-day view",Reach,287,22,76.65505226,2026-01-19,Ongoing,0,0,,76.65505226,,,,,,,,,0,,,,,,,100,274,251,,active,active,active,-,-,2,7,3,,,,0.37931034,5.5,,,,,,0,0,0,,,,ABSOLUTE_OCPM,AUCTION,Reach,Awareness,2026-01-27,2026-01-27,20000,Daily
"Sales - Copy","Web Audience Retarg","Opening Weekend Video - Copy 2",2026-01-27,not_delivering,ad,126,142,1.12698413,"7-day click, 1-day view, or 1-day engaged-view",,,160,,2026-01-21,Ongoing,0,0,53.33333333,1126.76056338,,,3,53.33333333,,,1,160,33.33333333,3,2.38095238,,,1,160,,137,115,,not_delivering,inactive,not_delivering,-,-,10,33,23,17,12,9,2.58064516,5.51724138,3,3,2.11267606,2.11267606,2.38095238,3.96825397,5,1,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-01-27,2026-01-27,100000,Daily
"Sales - Copy","Web Audience Retarg","Poster [Redirect link]",2026-01-27,not_delivering,ad,102,123,1.20588235,"7-day click, 1-day view, or 1-day engaged-view",,,183,,2026-01-21,Ongoing,0,0,91.5,1487.80487805,,,2,183,183,,2,91.5,100,1,0.98039216,1,,,,,124,102,,not_delivering,inactive,not_delivering,-,-,,,,,,,,,2,1,1.62601626,1.62601626,0.98039216,3.92156863,4,0,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-01-27,2026-01-27,100000,Daily
"Sales - Copy","Web Audience Retarg","JD Pose with Graphic - Copy",2026-01-27,not_delivering,ad,6,6,1,"7-day click, 1-day view, or 1-day engaged-view",,,2,,2026-01-21,Ongoing,0,0,,333.33333333,,,,,,,,,0,,,,,,,,6,6,,not_delivering,inactive,not_delivering,-,-,,,,,,,,,,,,,,0,0,0,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-01-27,2026-01-27,100000,Daily
"Sales - Copy","Custom Audience (Video + Interaction + LP)","JD w/ Confetti - Copy",2026-01-27,not_delivering,ad,2,2,1,"7-day click or 1-day view",,,4,,2026-01-26,Ongoing,0,0,,2000,,,,,,,,,0,,,,,,,,2,2,,not_delivering,inactive,not_delivering,-,-,,,,,,,,,,,,,,0,0,0,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-01-27,2026-01-27,100000,Daily
"Sales - Copy","Web Audience Retarg","JD sitting desk - Copy",2026-01-27,not_delivering,ad,29,35,1.20689655,"7-day click, 1-day view, or 1-day engaged-view",,,24,,2026-01-21,Ongoing,0,0,,685.71428571,,,,,,,,,0,,,,,2,12,,35,29,,not_delivering,inactive,not_delivering,-,-,,,,,,,,,,,,,,3.44827586,1,0,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-01-27,2026-01-27,100000,Daily
"Sales - Copy","Custom Audience (Video + Interaction + LP)","Black and white photo - Copy",2026-01-27,not_delivering,ad,141,151,1.07092199,"7-day click or 1-day view",,,118,,2026-01-26,Ongoing,0,0,23.6,781.45695364,,,5,23.6,,,6,19.66666667,120,5,3.54609929,,,2,59,,151,140,,not_delivering,inactive,not_delivering,-,-,11,7,4,4,1,1,6.94117647,16.85714286,5,5,3.31125828,3.31125828,3.54609929,11.34751773,16,2,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-01-27,2026-01-27,100000,Daily
"Awareness 2.0","Tokyo & Kanagawa Broad","Immersive Experience [Post]",2026-01-27,active,ad,13327,13385,1.00435207,"7-day click or 1-day view",Reach,13327,1134,85.09041795,2026-01-19,Ongoing,0,0,103.09090909,84.7217034,,,11,103.09090909,,,3,378,27.27272727,11,0.08253921,,,,,99.56667912,13454,13327,121154.54545455,active,active,active,"Above average",-,,,,,,,,,11,11,0.08218155,0.08218155,0.08253921,0.12756059,17,0,,,,ABSOLUTE_OCPM,AUCTION,Reach,Awareness,2026-01-27,2026-01-27,20000,Daily
"Sales - Copy","Web Audience Retarg",Poster,2026-01-26,not_delivering,ad,323,429,1.32817337,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",4,473,118.25,2026-01-21,Ongoing,44.44444444,33.33333333,52.55555556,1102.56410256,118.25,4,9,52.55555556,157.66666667,118.25,12,39.41666667,133.33333333,9,2.78637771,3,4,14,33.78571429,0.93240093,429,323,44.44444444,not_delivering,inactive,not_delivering,-,-,,,,,,,,,9,9,2.0979021,2.0979021,2.78637771,4.64396285,15,10,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-01-26,2026-01-26,100000,Daily
"Sales - Copy","Web Audience Retarg","JD w/ Confetti - Copy",2026-01-26,not_delivering,ad,11,12,1.09090909,"7-day click, 1-day view, or 1-day engaged-view",,,16,,2026-01-21,Ongoing,0,0,,1333.33333333,,,,,,,,,0,,,,,,,,12,11,,not_delivering,inactive,not_delivering,-,-,,,,,,,,,,,,,,0,0,0,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-01-26,2026-01-26,100000,Daily
"Sales - Copy","Custom Audience (Video + Interaction + LP)","Poster [Redirect link]",2026-01-26,inactive,ad,13,13,1,"7-day click or 1-day view",,,22,,2026-01-26,Ongoing,0,0,,1692.30769231,,,,,,,,,0,,,,,,,,13,13,,inactive,inactive,not_delivering,-,-,,,,,,,,,,,,,,0,0,0,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-01-26,2026-01-26,100000,Daily
"Sales - Copy","Custom Audience (Video + Interaction + LP)","JD Pose with Graphic - Copy",2026-01-26,not_delivering,ad,16,16,1,"7-day click or 1-day view",,,2,,2026-01-26,Ongoing,0,0,,125,,,,,,,,,0,,,,,,,,16,16,,not_delivering,inactive,not_delivering,-,-,,,,,,,,,,,,,,0,0,1,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-01-26,2026-01-26,100000,Daily
"Sales - Copy","Custom Audience (Video + Interaction + LP)","JD Spray Painting Ground - Copy 2",2026-01-26,not_delivering,ad,3,3,1,"7-day click or 1-day view",,,7,,2026-01-26,Ongoing,0,0,,2333.33333333,,,,,,,,,0,,,,,,,,3,3,,not_delivering,inactive,not_delivering,-,-,,,,,,,,,,,,,,0,0,0,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-01-26,2026-01-26,100000,Daily
"Awareness 2.0","Tokyo & Kanagawa Broad","JD Konnichiwa Vid",2026-01-26,active,ad,5095,5095,1,"7-day click or 1-day view",Reach,5095,435,85.37782139,2026-01-19,Ongoing,0,0,145,85.37782139,,,3,145,,,2,217.5,66.66666667,3,0.05888126,,,1,435,100,4896,4647,169833.33333333,active,active,active,Average,-,2,53,23,13,6,6,0.60332871,4.67741935,3,3,0.05888126,0.05888126,0.05888126,0.64769382,33,2,,,,ABSOLUTE_OCPM,AUCTION,Reach,Awareness,2026-01-26,2026-01-26,20000,Daily
"ABOS Traffic 2.0","Broad Japan","JD with Skull Confetti - Copy",2026-01-26,active,ad,6,6,1,"7-day click or 1-day view",,,1,,2026-01-09,Ongoing,0,0,,166.66666667,,,,,,,,,0,,,,,,,,6,6,,active,active,active,-,-,,,,,,,,,,,,,,0,0,0,,,,ABSOLUTE_OCPM,AUCTION,"Landing Page Views",Traffic,2026-01-26,2026-01-26,50000,Daily
"Sales - Copy","Web Audience Retarg","Black and white photo - Copy",2026-01-26,not_delivering,ad,239,287,1.20083682,"7-day click, 1-day view, or 1-day engaged-view",,,520,,2026-01-21,Ongoing,0,0,57.77777778,1811.8466899,,,9,65,520,520,8,65,88.88888889,8,3.34728033,1,1,13,40,,289,235,,not_delivering,inactive,not_delivering,-,-,9,8,6,4,2,2,20.8,52,9,8,3.1358885,3.1358885,3.34728033,7.94979079,19,2,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-01-26,2026-01-26,100000,Daily
"Sales - Copy","Web Audience Retarg","JD Konnichiwa Video",2026-01-26,not_delivering,ad,19,24,1.26315789,"7-day click, 1-day view, or 1-day engaged-view",,,23,,2026-01-21,Ongoing,0,0,,958.33333333,,,,,,,,,0,,,,,,,,23,18,,not_delivering,inactive,not_delivering,-,-,16,1,1,1,,,11.5,11.5,,,,,,10.52631579,2,0,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-01-26,2026-01-26,100000,Daily
"Sales - Copy","Custom Audience (Video + Interaction + LP)","JD Konnichiwa Video",2026-01-26,not_delivering,ad,23,25,1.08695652,"7-day click or 1-day view",,,16,,2026-01-26,Ongoing,0,0,,640,,,,,,,,,0,,,,,,,,25,23,,not_delivering,inactive,not_delivering,-,-,11,1,1,1,,,5.33333333,16,,,,,,0,0,0,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-01-26,2026-01-26,100000,Daily
"Sales - Copy","Custom Audience (Video + Interaction + LP)","JD Graffiti Paint - Copy",2026-01-26,not_delivering,ad,5,5,1,"7-day click or 1-day view",,,0,,2026-01-26,Ongoing,0,0,,0,,,,,,,,,0,,,,,,,,5,5,,not_delivering,inactive,not_delivering,-,-,,,,,,,,,,,,,,0,0,0,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-01-26,2026-01-26,100000,Daily
"Sales - Copy","Web Audience Retarg","JD Graffiti Paint - Copy",2026-01-26,not_delivering,ad,26,30,1.15384615,"7-day click, 1-day view, or 1-day engaged-view",,,24,,2026-01-21,Ongoing,0,0,24,800,,,1,24,,,1,24,100,1,3.84615385,,,,,,30,26,,not_delivering,inactive,not_delivering,-,-,,,,,,,,,1,1,3.33333333,3.33333333,3.84615385,7.69230769,2,0,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-01-26,2026-01-26,100000,Daily
"ABOS Traffic 2.0","Broad Japan","Black and white photo",2026-01-26,active,ad,2,2,1,"7-day click or 1-day view",,,1,,2026-01-09,Ongoing,0,0,,500,,,,,,,,,0,,,,,,,,1,1,,active,active,active,-,-,4,,,,,,1,,,,,,,0,0,0,,,,ABSOLUTE_OCPM,AUCTION,"Landing Page Views",Traffic,2026-01-26,2026-01-26,50000,Daily
"Sales - Copy","Web Audience Retarg","Poster [Redirect link] + related Media",2026-01-26,not_delivering,ad,154,183,1.18831169,"7-day click, 1-day view, or 1-day engaged-view",,,222,,2026-01-21,Ongoing,0,0,37,1213.1147541,,,6,37,,,7,31.71428571,116.66666667,6,3.8961039,,,3,74,,184,153,,not_delivering,inactive,not_delivering,-,-,15,4,2,1,1,1,18.5,44.4,6,6,3.27868852,3.27868852,3.8961039,6.49350649,10,5,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-01-26,2026-01-26,100000,Daily
"Sales - Copy","Web Audience Retarg","Flexible 3 Groups",2026-01-26,not_delivering,ad,373,504,1.35120643,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",2,583,291.5,2026-01-21,Ongoing,9.52380952,9.52380952,27.76190476,1156.74603175,291.5,2,21,34.29411765,,194.33333333,21,27.76190476,100,17,4.55764075,,3,13,44.84615385,0.3968254,503,369,9.52380952,not_delivering,inactive,not_delivering,-,-,13,12,10,9,3,3,15.75675676,34.29411765,21,17,4.16666667,4.16666667,4.55764075,9.38337802,35,5,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-01-26,2026-01-26,100000,Daily
"ABOS Traffic 2.0","Broad Japan","JD Spray Painting Ground",2026-01-26,active,ad,597,597,1,"7-day click or 1-day view","Landing page views",29,173,5.96551724,2026-01-09,Ongoing,0,0,5.24242424,289.78224456,,,33,5.24242424,,,29,5.96551724,87.87878788,33,5.52763819,,,1,173,4.85762144,597,617,87.87878788,active,active,active,-,-,,,,,,,,,33,33,5.52763819,5.52763819,5.52763819,5.52763819,33,1,,,,ABSOLUTE_OCPM,AUCTION,"Landing Page Views",Traffic,2026-01-26,2026-01-26,50000,Daily
"Sales - Copy","Web Audience Retarg","JD Spray Painting Ground - Copy 2",2026-01-26,not_delivering,ad,3,3,1,"7-day click, 1-day view, or 1-day engaged-view",,,2,,2026-01-21,Ongoing,0,0,,666.66666667,,,,,,,,,0,,,,,,,,3,3,,not_delivering,inactive,not_delivering,-,-,,,,,,,,,,,,,,0,0,0,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-01-26,2026-01-26,100000,Daily
"Sales - Copy","Custom Audience (Video + Interaction + LP)","Opening Weekend Video - Copy 2",2026-01-26,not_delivering,ad,17,18,1.05882353,"7-day click or 1-day view",,,10,,2026-01-26,Ongoing,0,0,,555.55555556,,,,,,,,,0,,,,,,,,21,17,,not_delivering,inactive,not_delivering,-,-,11,3,3,2,1,1,1.42857143,3.33333333,,,,,,5.88235294,1,1,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-01-26,2026-01-26,100000,Daily
"ABOS Traffic 2.0","JD Deep Interest","JD with Skull Confetti - Copy",2026-01-26,active,ad,7,7,1,"7-day click or 1-day view",,,0,,2026-01-09,Ongoing,0,0,,0,,,,,,,,,0,,,,,,,,7,7,,active,active,active,-,-,,,,,,,,,,,,,,14.28571429,1,0,,,,ABSOLUTE_OCPM,AUCTION,"Landing Page Views",Traffic,2026-01-26,2026-01-26,50000,Daily
"ABOS Traffic 2.0","JD Deep Interest","JD Konnichiwa Video - Copy",2026-01-26,active,ad,2710,2710,1,"7-day click or 1-day view","Landing page views",138,949,6.87681159,2026-01-09,Ongoing,0,0,7.02962963,350.18450185,,,135,7.08208955,,,138,6.87681159,102.22222222,134,4.94464945,,,12,79.08333333,5.09225092,2748,2597,102.22222222,active,active,active,Average,"Above average",8,279,100,60,21,18,0.81739879,2.46493506,135,134,4.98154982,4.98154982,4.94464945,7.49077491,203,55,,,,ABSOLUTE_OCPM,AUCTION,"Landing Page Views",Traffic,2026-01-26,2026-01-26,50000,Daily
"ABOS Traffic 2.0","Broad Japan","JD with Skeleton Confetti",2026-01-26,active,ad,4,4,1,"7-day click or 1-day view",,,1,,2026-01-09,Ongoing,0,0,,250,,,,,,,,,0,,,,,,,,4,4,,active,active,active,-,-,,,,,,,,,,,,,,0,0,0,,,,ABSOLUTE_OCPM,AUCTION,"Landing Page Views",Traffic,2026-01-26,2026-01-26,50000,Daily
"ABOS Traffic 2.0","JD Deep Interest","JD with Skeleton Confetti",2026-01-26,active,ad,3,3,1,"7-day click or 1-day view","Landing page views",2,0,0,2026-01-09,Ongoing,0,0,0,0,,,2,0,,,2,0,100,1,33.33333333,,,1,0,66.66666667,3,3,100,active,active,active,-,-,,,,,,,,,2,1,66.66666667,66.66666667,33.33333333,33.33333333,1,2,,,,ABSOLUTE_OCPM,AUCTION,"Landing Page Views",Traffic,2026-01-26,2026-01-26,50000,Daily
