"Campaign name","Ad set name","Ad name",Day,"Delivery status","Delivery level",Reach,Impressions,Frequency,"Attribution setting","Result type",Results,"Amount spent (JPY)","Cost per result",Starts,Ends,"Purchases rate per link clicks","Purchases rate per landing page views","CPC (cost per link click)","CPM (cost per 1,000 impressions)","Cost per purchase",Purchases,"Link clicks","Cost per unique link click","Cost per add to cart","Cost per checkout initiated","Landing page views","Cost per landing page view","Landing page views rate per link clicks","Unique link clicks","Unique CTR (link click-through rate)","Reporting starts","Reporting ends"
"Test - NSN - ABOS - Awareness Kanto","Interest Based in Tokyo + Kanagawa + Saitama","JD with Skull Confetti",2025-11-24,not_delivering,ad,3170,3170,1,"7-day click or 1-day view",Reach,3170,412,129.96845426,2025-11-22,2025-11-27,0,0,137.33333333,129.96845426,,,3,137.33333333,,,2,206,66.66666667,3,0.09463722,2025-11-24,2025-11-24
"NSN - ABOS - Awareness Kanto","Broad Tokyo + Kanagawa + Saitama","JD Photography - Copy",2025-11-24,not_delivering,ad,861,874,1.01509872,"7-day click or 1-day view",Reach,861,166,192.79907085,2025-11-22,2025-11-27,0,0,83,189.93135011,,,2,83,,,1,166,50,2,0.23228804,2025-11-24,2025-11-24
"NSN - ABOS - Awareness Kanto","Broad Tokyo + Kanagawa + Saitama","JD Desk - Red Curtain",2025-11-24,not_delivering,ad,4096,4172,1.01855469,"7-day click or 1-day view",Reach,4096,849,207.27539062,2025-11-22,2025-11-27,0,0,169.8,203.49952061,,,5,169.8,424.5,424.5,4,212.25,80,5,0.12207031,2025-11-24,2025-11-24
"ABOS Traffic","Johnny Depp Interest Group","JD Konnichiwa Video - Copy",2025-11-24,not_delivering,ad,13486,13486,1,"7-day click or 1-day view","Landing page views",1242,4921,3.96215781,2025-11-22,2025-11-28,0,0,3.80293663,364.89693015,,,1294,4.02371218,4921,24.00487805,1242,3.96215781,95.98145286,1223,9.0686638,2025-11-24,2025-11-24
"ABOS Traffic","Johnny Depp Interest Group","JD Photograph with graphics - Copy",2025-11-24,not_delivering,ad,41,42,1.02439024,"7-day click or 1-day view","Landing page views",1,14,14,2025-11-22,2025-11-28,0,0,7,333.33333333,,,2,7,,14,1,14,50,2,4.87804878,2025-11-24,2025-11-24
"NSN - ABOS - Awareness Kanto","Broad Tokyo + Kanagawa + Saitama","JD Painting with Graphic",2025-11-24,not_delivering,ad,203,205,1.00985222,"7-day click or 1-day view",Reach,203,40,197.04433498,2025-11-22,2025-11-27,0,0,40,195.12195122,,,1,40,,,1,40,100,1,0.49261084,2025-11-24,2025-11-24
"Test - NSN - ABOS - Awareness Kanto","Interest Based in Tokyo + Kanagawa + Saitama","Date announcement Post",2025-11-24,not_delivering,ad,2341,2341,1,"7-day click or 1-day view",Reach,2341,297,126.86885946,2025-11-22,2025-11-27,0,0,297,126.86885946,,,1,297,,,1,297,100,1,0.04271679,2025-11-24,2025-11-24
"NSN - ABOS - Awareness Kanto","Broad Tokyo + Kanagawa + Saitama","JD Photography",2025-11-24,not_delivering,ad,638,645,1.01097179,"7-day click or 1-day view",Reach,638,111,173.98119122,2025-11-22,2025-11-27,0,0,37,172.09302326,,,3,37,,55.5,3,37,100,3,0.47021944,2025-11-24,2025-11-24
"NSN - ABOS - Awareness Kanto","Broad Tokyo + Kanagawa + Saitama","JD Photograph with graphics",2025-11-24,not_delivering,ad,81,82,1.01234568,"7-day click or 1-day view",Reach,81,15,185.18518519,2025-11-22,2025-11-27,0,0,,182.92682927,,,,,,,,,0,,,2025-11-24,2025-11-24
"ABOS Traffic","Johnny Depp Interest Group","JD Painting with Graphic - Copy",2025-11-24,not_delivering,ad,3,3,1,"7-day click or 1-day view",,,0,,2025-11-22,2025-11-28,0,0,,0,,,,,,,,,0,,,2025-11-24,2025-11-24
"Test - NSN - ABOS - Awareness Kanto","Interest Based in Tokyo + Kanagawa + Saitama","JD Photograph with graphics",2025-11-24,not_delivering,ad,200,201,1.005,"7-day click or 1-day view",Reach,200,13,65,2025-11-22,2025-11-27,0,0,,64.67661692,,,,,,,,,0,,,2025-11-24,2025-11-24
"NSN - ABOS - Awareness Kanto","Broad Tokyo + Kanagawa + Saitama","Hello Tokyo",2025-11-24,not_delivering,ad,4662,4776,1.02445302,"7-day click or 1-day view",Reach,4662,948,203.34620335,2025-11-22,2025-11-27,0,0,135.42857143,198.49246231,,,7,135.42857143,,,3,316,42.85714286,7,0.15015015,2025-11-24,2025-11-24
"ABOS Traffic","Johnny Depp Interest Group","Hello Tokyo - Copy",2025-11-24,not_delivering,ad,55,56,1.01818182,"7-day click or 1-day view","Landing page views",4,18,4.5,2025-11-22,2025-11-28,0,0,4.5,321.42857143,,,4,4.5,,,4,4.5,100,4,7.27272727,2025-11-24,2025-11-24
"Test - NSN - ABOS - Awareness Kanto","Interest Based in Tokyo + Kanagawa + Saitama","JD Desk - Red Curtain",2025-11-24,not_delivering,ad,2553,2597,1.01723463,"7-day click or 1-day view",Reach,2553,318,124.55934195,2025-11-22,2025-11-27,0,0,79.5,122.44897959,,,4,79.5,,159,4,79.5,100,4,0.15667842,2025-11-24,2025-11-24
"NSN - ABOS - Awareness Kanto","Broad Tokyo + Kanagawa + Saitama","JD Konnichiwa Video",2025-11-24,not_delivering,ad,4610,4740,1.02819957,"7-day click or 1-day view",Reach,4610,878,190.45553145,2025-11-22,2025-11-27,0,0,97.55555556,185.23206751,,,9,97.55555556,,219.5,7,125.42857143,77.77777778,9,0.19522777,2025-11-24,2025-11-24
"Test - NSN - ABOS - Awareness Kanto","Interest Based in Tokyo + Kanagawa + Saitama","JD Konnichiwa Video",2025-11-24,not_delivering,ad,15549,16361,1.05222201,"7-day click or 1-day view",Reach,15549,2117,136.15023474,2025-11-22,2025-11-27,0,0,162.84615385,129.39306888,,,13,176.41666667,,2117,11,192.45454545,84.61538462,12,0.07717538,2025-11-24,2025-11-24
"ABOS Traffic","Johnny Depp Interest Group","JD with Skeleton Confetti",2025-11-24,not_delivering,ad,4,4,1,"7-day click or 1-day view",,,0,,2025-11-22,2025-11-28,0,0,,0,,,,,,,,,0,,,2025-11-24,2025-11-24
"Test - NSN - ABOS - Awareness Kanto","Interest Based in Tokyo + Kanagawa + Saitama","JD Photography",2025-11-24,not_delivering,ad,285,286,1.00350877,"7-day click or 1-day view",Reach,285,35,122.80701754,2025-11-22,2025-11-27,0,0,35,122.37762238,,,1,35,,,,,0,1,0.35087719,2025-11-24,2025-11-24
"Test - NSN - ABOS - Awareness Kanto","Interest Based in Tokyo + Kanagawa + Saitama","Hanging sketches",2025-11-24,not_delivering,ad,3255,3331,1.02334869,"7-day click or 1-day view",Reach,3255,400,122.88786482,2025-11-22,2025-11-27,0,0,44.44444444,120.08405884,,,9,44.44444444,,400,5,80,55.55555556,9,0.2764977,2025-11-24,2025-11-24
"NSN - ABOS - Awareness Kanto","Broad Tokyo + Kanagawa + Saitama","JD with Skull Confetti",2025-11-24,not_delivering,ad,653,662,1.01378254,"7-day click or 1-day view",Reach,653,117,179.17304747,2025-11-22,2025-11-27,0,0,117,176.73716012,,,1,117,,117,1,117,100,1,0.15313936,2025-11-24,2025-11-24
"ABOS Traffic","Johnny Depp Interest Group","Hanging sketches - Copy",2025-11-24,not_delivering,ad,2,2,1,"7-day click or 1-day view",,,2,,2025-11-22,2025-11-28,0,0,,1000,,,,,,,,,0,,,2025-11-24,2025-11-24
"Test - NSN - ABOS - Awareness Kanto","Interest Based in Tokyo + Kanagawa + Saitama","Hello Tokyo",2025-11-24,not_delivering,ad,25467,26031,1.02214631,"7-day click or 1-day view",Reach,25467,3393,133.23124043,2025-11-22,2025-11-27,0,0,308.45454545,130.34458914,,,11,308.45454545,,3393,6,565.5,54.54545455,11,0.04319315,2025-11-24,2025-11-24
"NSN - ABOS - Awareness Kanto","Broad Tokyo + Kanagawa + Saitama","JD  Painting video",2025-11-24,not_delivering,ad,26,27,1.03846154,"7-day click or 1-day view",Reach,26,6,230.76923077,2025-11-22,2025-11-27,0,0,,222.22222222,,,,,,,,,0,,,2025-11-24,2025-11-24
"Test - NSN - ABOS - Awareness Kanto","Interest Based in Tokyo + Kanagawa + Saitama","JD  Painting video",2025-11-24,not_delivering,ad,12014,12023,1.00074913,"7-day click or 1-day view",Reach,12014,1555,129.43232895,2025-11-22,2025-11-27,0,0,259.16666667,129.33544041,,,6,311,,,6,259.16666667,100,5,0.04161811,2025-11-24,2025-11-24
"ABOS Traffic","Johnny Depp Interest Group","JD announcement date post",2025-11-23,not_delivering,ad,6749,6874,1.01852126,"7-day click or 1-day view","Landing page views",561,2300,4.09982175,2025-11-22,2025-11-28,0,0,3.73376623,334.59412278,,,616,4.02097902,,23.46938776,561,4.09982175,91.07142857,572,8.47532968,2025-11-23,2025-11-23
"Test - NSN - ABOS - Awareness Kanto","Interest Based in Tokyo + Kanagawa + Saitama","JD Painting with Graphic",2025-11-23,not_delivering,ad,1021,1037,1.01567091,"7-day click or 1-day view",Reach,1021,109,106.75808031,2025-11-22,2025-11-27,0,0,109,105.11089682,,,1,109,,,1,109,100,1,0.09794319,2025-11-23,2025-11-23
"ABOS Traffic","Johnny Depp Interest Group","JD Photography - Copy 2",2025-11-23,not_delivering,ad,240,240,1,"7-day click or 1-day view","Landing page views",9,44,4.88888889,2025-11-22,2025-11-28,0,0,3.66666667,183.33333333,,,12,3.66666667,,44,9,4.88888889,75,12,5,2025-11-23,2025-11-23
"Test - NSN - ABOS - Awareness Kanto","Interest Based in Tokyo + Kanagawa + Saitama","JD Photography - Copy",2025-11-23,not_delivering,ad,2340,2378,1.01623932,"7-day click or 1-day view",Reach,2340,262,111.96581197,2025-11-22,2025-11-27,0,0,131,110.17661901,,,2,131,,,2,131,100,2,0.08547009,2025-11-23,2025-11-23
"ABOS Traffic","Johnny Depp Interest Group","JD Desk - Red Curtain - Copy",2025-11-23,not_delivering,ad,11,12,1.09090909,"7-day click or 1-day view",,,3,,2025-11-22,2025-11-28,0,0,,250,,,,,,,,,0,,,2025-11-23,2025-11-23
"NSN - ABOS - Awareness Kanto","Broad Tokyo + Kanagawa + Saitama","Hanging sketches",2025-11-23,not_delivering,ad,2097,2159,1.02956605,"7-day click or 1-day view",Reach,2097,344,164.0438722,2025-11-22,2025-11-27,0,0,86,159.33302455,,,4,86,,172,4,86,100,4,0.19074869,2025-11-23,2025-11-23
"NSN - ABOS - Awareness Kanto","Broad Tokyo + Kanagawa + Saitama","JD with Skull Confetti",2025-11-23,not_delivering,ad,530,533,1.00566038,"7-day click or 1-day view",Reach,530,87,164.1509434,2025-11-22,2025-11-27,0,0,87,163.22701689,,,1,87,,,,,0,1,0.18867925,2025-11-23,2025-11-23
"Test - NSN - ABOS - Awareness Kanto","Interest Based in Tokyo + Kanagawa + Saitama","JD with Skull Confetti",2025-11-23,not_delivering,ad,723,726,1.00414938,"7-day click or 1-day view",Reach,723,82,113.41632089,2025-11-22,2025-11-27,0,0,82,112.9476584,,,1,82,,,,,0,1,0.13831259,2025-11-23,2025-11-23
"NSN - ABOS - Awareness Kanto","Broad Tokyo + Kanagawa + Saitama","JD Photography - Copy",2025-11-23,not_delivering,ad,715,715,1,"7-day click or 1-day view",Reach,715,120,167.83216783,2025-11-22,2025-11-27,0,0,120,167.83216783,,,1,120,,,,,0,1,0.13986014,2025-11-23,2025-11-23
"NSN - ABOS - Awareness Kanto","Broad Tokyo + Kanagawa + Saitama","JD Desk - Red Curtain",2025-11-23,not_delivering,ad,2128,2128,1,"7-day click or 1-day view",Reach,2128,384,180.45112782,2025-11-22,2025-11-27,0,0,54.85714286,180.45112782,,,7,64,,384,5,76.8,71.42857143,6,0.28195489,2025-11-23,2025-11-23
"ABOS Traffic","Johnny Depp Interest Group","JD Konnichiwa Video - Copy",2025-11-23,not_delivering,ad,4935,4935,1,"7-day click or 1-day view","Landing page views",505,2022,4.0039604,2025-11-22,2025-11-28,0,0,3.59786477,409.72644377,,,562,3.81509434,,20.63265306,505,4.0039604,89.85765125,530,10.73961499,2025-11-23,2025-11-23
"NSN - ABOS - Awareness Kanto","Broad Tokyo + Kanagawa + Saitama","Date announcement Post",2025-11-23,not_delivering,ad,1779,1804,1.01405284,"7-day click or 1-day view",Reach,1779,347,195.05340079,2025-11-22,2025-11-27,0,0,57.83333333,192.35033259,,,6,57.83333333,,173.5,4,86.75,66.66666667,6,0.33726813,2025-11-23,2025-11-23
"NSN - ABOS - Awareness Kanto","Broad Tokyo + Kanagawa + Saitama","JD Painting with Graphic",2025-11-23,not_delivering,ad,384,395,1.02864583,"7-day click or 1-day view",Reach,384,42,109.375,2025-11-22,2025-11-27,0,0,,106.32911392,,,,,,,,,0,,,2025-11-23,2025-11-23
"Test - NSN - ABOS - Awareness Kanto","Interest Based in Tokyo + Kanagawa + Saitama","Date announcement Post",2025-11-23,not_delivering,ad,2562,2562,1,"7-day click or 1-day view",Reach,2562,305,119.04761905,2025-11-22,2025-11-27,0,0,61,119.04761905,,,5,61,,,5,61,100,5,0.19516003,2025-11-23,2025-11-23
"NSN - ABOS - Awareness Kanto","Broad Tokyo + Kanagawa + Saitama","JD Photography",2025-11-23,not_delivering,ad,636,654,1.02830189,"7-day click or 1-day view",Reach,636,86,135.22012579,2025-11-22,2025-11-27,0,0,86,131.49847095,,,1,86,,,1,86,100,1,0.1572327,2025-11-23,2025-11-23
"ABOS Traffic","Johnny Depp Interest Group","Black and white photo",2025-11-23,not_delivering,ad,12484,12764,1.02242871,"7-day click or 1-day view","Landing page views",1023,4558,4.45552297,2025-11-22,2025-11-28,0,0,3.94290657,357.09808837,,,1156,4.26779026,,21.2,1023,4.45552297,88.49480969,1068,8.55495034,2025-11-23,2025-11-23
"ABOS Traffic","Johnny Depp Interest Group","Hello Tokyo - Copy",2025-11-23,not_delivering,ad,267,272,1.01872659,"7-day click or 1-day view","Landing page views",11,81,7.36363636,2025-11-22,2025-11-28,0,0,6.75,297.79411765,,,12,7.36363636,,8.1,11,7.36363636,91.66666667,11,4.11985019,2025-11-23,2025-11-23
"ABOS Traffic","Johnny Depp Interest Group","JD Photograph with graphics - Copy",2025-11-23,not_delivering,ad,112,113,1.00892857,"7-day click or 1-day view","Landing page views",4,32,8,2025-11-22,2025-11-28,0,0,8,283.18584071,,,4,8,,32,4,8,100,4,3.57142857,2025-11-23,2025-11-23
"Test - NSN - ABOS - Awareness Kanto","Interest Based in Tokyo + Kanagawa + Saitama","JD Photography",2025-11-23,not_delivering,ad,857,886,1.03383897,"7-day click or 1-day view",Reach,857,72,84.01400233,2025-11-22,2025-11-27,0,0,72,81.26410835,,,1,72,,,1,72,100,1,0.11668611,2025-11-23,2025-11-23
"NSN - ABOS - Awareness Kanto","Broad Tokyo + Kanagawa + Saitama","Hello Tokyo",2025-11-23,not_delivering,ad,1580,1588,1.00506329,"7-day click or 1-day view",Reach,1580,298,188.60759494,2025-11-22,2025-11-27,0,0,99.33333333,187.65743073,,,3,99.33333333,,,,,0,3,0.18987342,2025-11-23,2025-11-23
"ABOS Traffic","Johnny Depp Interest Group","JD Painting with Graphic - Copy",2025-11-23,not_delivering,ad,7,9,1.28571429,"7-day click or 1-day view",,,3,,2025-11-22,2025-11-28,0,0,,333.33333333,,,,,,,,,0,,,2025-11-23,2025-11-23
"Test - NSN - ABOS - Awareness Kanto","Interest Based in Tokyo + Kanagawa + Saitama","JD Desk - Red Curtain",2025-11-23,not_delivering,ad,2386,2395,1.003772,"7-day click or 1-day view",Reach,2386,236,98.91031014,2025-11-22,2025-11-27,0,0,33.71428571,98.53862213,,,7,33.71428571,,,6,39.33333333,85.71428571,7,0.29337804,2025-11-23,2025-11-23
"NSN - ABOS - Awareness Kanto","Broad Tokyo + Kanagawa + Saitama","JD Konnichiwa Video",2025-11-23,not_delivering,ad,743,778,1.04710633,"7-day click or 1-day view",Reach,743,130,174.96635262,2025-11-22,2025-11-27,0,0,,167.09511568,,,,,,,1,130,0,,,2025-11-23,2025-11-23
"Test - NSN - ABOS - Awareness Kanto","Interest Based in Tokyo + Kanagawa + Saitama","JD Konnichiwa Video",2025-11-23,not_delivering,ad,1240,1240,1,"7-day click or 1-day view",Reach,1240,147,118.5483871,2025-11-22,2025-11-27,0,0,,118.5483871,,,,,,,,,0,,,2025-11-23,2025-11-23
"ABOS Traffic","Johnny Depp Interest Group","JD with Skeleton Confetti",2025-11-23,not_delivering,ad,15,15,1,"7-day click or 1-day view",,,1,,2025-11-22,2025-11-28,0,0,,66.66666667,,,,,,,,,0,,,2025-11-23,2025-11-23
"Test - NSN - ABOS - Awareness Kanto","Interest Based in Tokyo + Kanagawa + Saitama","JD Photograph with graphics",2025-11-23,not_delivering,ad,143,146,1.02097902,"7-day click or 1-day view",Reach,143,11,76.92307692,2025-11-22,2025-11-27,0,0,,75.34246575,,,,,,5.5,,,0,,,2025-11-23,2025-11-23
"Test - NSN - ABOS - Awareness Kanto","Interest Based in Tokyo + Kanagawa + Saitama","Hanging sketches",2025-11-23,not_delivering,ad,5587,5696,1.01950958,"7-day click or 1-day view",Reach,5587,531,95.04206193,2025-11-22,2025-11-27,0,0,59,93.22331461,,,9,59,,,6,88.5,66.66666667,9,0.16108824,2025-11-23,2025-11-23
"ABOS Traffic","Johnny Depp Interest Group","Hanging sketches - Copy",2025-11-23,not_delivering,ad,31,31,1,"7-day click or 1-day view",,,5,,2025-11-22,2025-11-28,0,0,,161.29032258,,,,,,,,,0,,,2025-11-23,2025-11-23
"Test - NSN - ABOS - Awareness Kanto","Interest Based in Tokyo + Kanagawa + Saitama","Hello Tokyo",2025-11-23,not_delivering,ad,19256,19256,1,"7-day click or 1-day view",Reach,19256,2398,124.53261321,2025-11-22,2025-11-27,0,0,342.57142857,124.53261321,,,7,342.57142857,,2398,6,399.66666667,85.71428571,7,0.03635231,2025-11-23,2025-11-23
"NSN - ABOS - Awareness Kanto","Broad Tokyo + Kanagawa + Saitama","JD  Painting video",2025-11-23,not_delivering,ad,237,243,1.02531646,"7-day click or 1-day view",Reach,237,37,156.11814346,2025-11-22,2025-11-27,0,0,,152.26337449,,,,,,,,,0,,,2025-11-23,2025-11-23
"Test - NSN - ABOS - Awareness Kanto","Interest Based in Tokyo + Kanagawa + Saitama","JD  Painting video",2025-11-23,not_delivering,ad,782,799,1.02173913,"7-day click or 1-day view",Reach,782,93,118.9258312,2025-11-22,2025-11-27,0,0,93,116.39549437,,,1,93,,,1,93,100,1,0.12787724,2025-11-23,2025-11-23
"NSN - ABOS - Awareness Kanto","Broad Tokyo + Kanagawa + Saitama","JD Photograph with graphics",2025-11-23,not_delivering,ad,565,581,1.02831858,"7-day click or 1-day view",Reach,565,86,152.21238938,2025-11-22,2025-11-27,0,0,17.2,148.02065404,,,5,17.2,,,3,28.66666667,60,5,0.88495575,2025-11-23,2025-11-23
"ABOS Traffic","Johnny Depp Interest Group","JD Desk - Red Curtain - Copy",2025-11-22,not_delivering,ad,47,48,1.0212766,"7-day click or 1-day view","Landing page views",2,9,4.5,2025-11-22,2025-11-28,0,0,4.5,187.5,,,2,4.5,,,2,4.5,100,2,4.25531915,2025-11-22,2025-11-22
"ABOS Traffic","Johnny Depp Interest Group","Black and white photo",2025-11-22,not_delivering,ad,11255,11996,1.06583741,"7-day click or 1-day view","Landing page views",795,5210,6.55345912,2025-11-22,2025-11-28,0,0,5.91373439,434.31143715,,,881,6.48816936,,46.51785714,795,6.55345912,90.23836549,803,7.13460684,2025-11-22,2025-11-22
"Test - NSN - ABOS - Awareness Kanto","Interest Based in Tokyo + Kanagawa + Saitama","JD Painting with Graphic",2025-11-22,not_delivering,ad,67,67,1,"7-day click or 1-day view",Reach,67,0,0,2025-11-22,2025-11-27,0,0,,0,,,,,,,,,0,,,2025-11-22,2025-11-22
"ABOS Traffic","Johnny Depp Interest Group","JD Photography - Copy 2",2025-11-22,not_delivering,ad,987,1006,1.01925025,"7-day click or 1-day view","Landing page views",31,190,6.12903226,2025-11-22,2025-11-28,0,0,5.75757576,188.8667992,,,33,5.75757576,,47.5,31,6.12903226,93.93939394,33,3.34346505,2025-11-22,2025-11-22
"Test - NSN - ABOS - Awareness Kanto","Interest Based in Tokyo + Kanagawa + Saitama","JD Photography - Copy",2025-11-22,not_delivering,ad,617,620,1.00486224,"7-day click or 1-day view",Reach,617,29,47.00162075,2025-11-22,2025-11-27,0,0,,46.77419355,,,,,,,,,0,,,2025-11-22,2025-11-22
"ABOS Traffic","Johnny Depp Interest Group","JD Photograph with graphics - Copy",2025-11-22,not_delivering,ad,1236,1295,1.04773463,"7-day click or 1-day view","Landing page views",42,373,8.88095238,2025-11-22,2025-11-28,0,0,7.6122449,288.03088803,,,49,7.93617021,,24.86666667,42,8.88095238,85.71428571,47,3.802589,2025-11-22,2025-11-22
"NSN - ABOS - Awareness Kanto","Broad Tokyo + Kanagawa + Saitama","Hanging sketches",2025-11-22,not_delivering,ad,27,27,1,"7-day click or 1-day view",Reach,27,1,37.03703704,2025-11-22,2025-11-27,0,0,,37.03703704,,,,,,,,,0,,,2025-11-22,2025-11-22
"ABOS Traffic","Johnny Depp Interest Group","JD announcement date post",2025-11-22,not_delivering,ad,1533,1559,1.01696021,"7-day click or 1-day view","Landing page views",130,560,4.30769231,2025-11-22,2025-11-28,0,0,3.97163121,359.20461835,,,141,4.34108527,,26.66666667,130,4.30769231,92.19858156,129,8.4148728,2025-11-22,2025-11-22
"Test - NSN - ABOS - Awareness Kanto","Interest Based in Tokyo + Kanagawa + Saitama","JD with Skull Confetti",2025-11-22,not_delivering,ad,2246,2261,1.00667854,"7-day click or 1-day view",Reach,2246,249,110.86375779,2025-11-22,2025-11-27,0,0,,110.12826183,,,,,,,,,0,,,2025-11-22,2025-11-22
"NSN - ABOS - Awareness Kanto","Broad Tokyo + Kanagawa + Saitama","JD Photography - Copy",2025-11-22,not_delivering,ad,18,18,1,"7-day click or 1-day view",Reach,18,1,55.55555556,2025-11-22,2025-11-27,0,0,,55.55555556,,,,,,,,,0,,,2025-11-22,2025-11-22
"NSN - ABOS - Awareness Kanto","Broad Tokyo + Kanagawa + Saitama","JD Desk - Red Curtain",2025-11-22,not_delivering,ad,116,119,1.02586207,"7-day click or 1-day view",Reach,116,11,94.82758621,2025-11-22,2025-11-27,0,0,,92.43697479,,,,,,,,,0,,,2025-11-22,2025-11-22
"ABOS Traffic","Johnny Depp Interest Group","JD Konnichiwa Video - Copy",2025-11-22,not_delivering,ad,998,1004,1.00601202,"7-day click or 1-day view","Landing page views",86,438,5.09302326,2025-11-22,2025-11-28,0,0,4.46938776,436.25498008,,,98,4.65957447,,27.375,86,5.09302326,87.75510204,94,9.41883768,2025-11-22,2025-11-22
"NSN - ABOS - Awareness Kanto","Broad Tokyo + Kanagawa + Saitama","JD Photography",2025-11-22,not_delivering,ad,946,946,1,"7-day click or 1-day view",Reach,946,161,170.19027484,2025-11-22,2025-11-27,0,0,80.5,170.19027484,,,2,161,,,,,0,1,0.10570825,2025-11-22,2025-11-22
"NSN - ABOS - Awareness Kanto","Broad Tokyo + Kanagawa + Saitama","JD Painting with Graphic",2025-11-22,not_delivering,ad,29,30,1.03448276,"7-day click or 1-day view",Reach,29,1,34.48275862,2025-11-22,2025-11-27,0,0,,33.33333333,,,,,,,,,0,,,2025-11-22,2025-11-22
"ABOS Traffic","Johnny Depp Interest Group","JD Painting with Graphic - Copy",2025-11-22,not_delivering,ad,84,84,1,"7-day click or 1-day view","Landing page views",2,27,13.5,2025-11-22,2025-11-28,0,0,13.5,321.42857143,,,2,13.5,,,2,13.5,100,2,2.38095238,2025-11-22,2025-11-22
"NSN - ABOS - Awareness Kanto","Broad Tokyo + Kanagawa + Saitama","JD  Painting video",2025-11-22,not_delivering,ad,1,1,1,"7-day click or 1-day view",Reach,1,0,0,2025-11-22,2025-11-27,0,0,,0,,,,,,,,,0,,,2025-11-22,2025-11-22
"Test - NSN - ABOS - Awareness Kanto","Interest Based in Tokyo + Kanagawa + Saitama","Hello Tokyo",2025-11-22,not_delivering,ad,625,625,1,"7-day click or 1-day view",Reach,625,41,65.6,2025-11-22,2025-11-27,0,0,,65.6,,,,,,,,,0,,,2025-11-22,2025-11-22
"ABOS Traffic","Johnny Depp Interest Group","Hanging sketches - Copy",2025-11-22,not_delivering,ad,280,285,1.01785714,"7-day click or 1-day view","Landing page views",11,58,5.27272727,2025-11-22,2025-11-28,0,0,5.27272727,203.50877193,,,11,5.27272727,,19.33333333,11,5.27272727,100,11,3.92857143,2025-11-22,2025-11-22
"NSN - ABOS - Awareness Kanto","Broad Tokyo + Kanagawa + Saitama","JD with Skull Confetti",2025-11-22,not_delivering,ad,553,553,1,"7-day click or 1-day view",Reach,553,281,508.13743219,2025-11-22,2025-11-27,0,0,140.5,508.13743219,,,2,140.5,,,,,0,2,0.36166365,2025-11-22,2025-11-22
"Test - NSN - ABOS - Awareness Kanto","Interest Based in Tokyo + Kanagawa + Saitama","Hanging sketches",2025-11-22,not_delivering,ad,359,361,1.00557103,"7-day click or 1-day view",Reach,359,8,22.28412256,2025-11-22,2025-11-27,0,0,,22.16066482,,,,,,,,,0,,,2025-11-22,2025-11-22
"Test - NSN - ABOS - Awareness Kanto","Interest Based in Tokyo + Kanagawa + Saitama","JD Photograph with graphics",2025-11-22,not_delivering,ad,357,362,1.0140056,"7-day click or 1-day view",Reach,357,19,53.22128852,2025-11-22,2025-11-27,0,0,9.5,52.48618785,,,2,9.5,,,1,19,50,2,0.56022409,2025-11-22,2025-11-22
"Test - NSN - ABOS - Awareness Kanto","Interest Based in Tokyo + Kanagawa + Saitama","JD Photography",2025-11-22,not_delivering,ad,209,213,1.01913876,"7-day click or 1-day view",Reach,209,5,23.92344498,2025-11-22,2025-11-27,0,0,,23.4741784,,,,,,,,,0,,,2025-11-22,2025-11-22
"ABOS Traffic","Johnny Depp Interest Group","JD with Skeleton Confetti",2025-11-22,not_delivering,ad,41,41,1,"7-day click or 1-day view","Landing page views",4,5,1.25,2025-11-22,2025-11-28,0,0,1.25,121.95121951,,,4,1.25,,,4,1.25,100,4,9.75609756,2025-11-22,2025-11-22
"Test - NSN - ABOS - Awareness Kanto","Interest Based in Tokyo + Kanagawa + Saitama","JD Konnichiwa Video",2025-11-22,not_delivering,ad,112,112,1,"7-day click or 1-day view",Reach,112,1,8.92857143,2025-11-22,2025-11-27,0,0,,8.92857143,,,,,,,,,0,,,2025-11-22,2025-11-22
"NSN - ABOS - Awareness Kanto","Broad Tokyo + Kanagawa + Saitama","JD Konnichiwa Video",2025-11-22,not_delivering,ad,7,7,1,"7-day click or 1-day view",Reach,7,1,142.85714286,2025-11-22,2025-11-27,0,0,,142.85714286,,,,,,,,,0,,,2025-11-22,2025-11-22
"Test - NSN - ABOS - Awareness Kanto","Interest Based in Tokyo + Kanagawa + Saitama","JD Desk - Red Curtain",2025-11-22,not_delivering,ad,1138,1148,1.00878735,"7-day click or 1-day view",Reach,1138,118,103.69068541,2025-11-22,2025-11-27,0,0,118,102.78745645,,,1,118,,,,,0,1,0.08787346,2025-11-22,2025-11-22
"ABOS Traffic","Johnny Depp Interest Group","Hello Tokyo - Copy",2025-11-22,not_delivering,ad,222,222,1,"7-day click or 1-day view","Landing page views",8,70,8.75,2025-11-22,2025-11-28,0,0,7.77777778,315.31531532,,,9,7.77777778,,23.33333333,8,8.75,88.88888889,9,4.05405405,2025-11-22,2025-11-22
"NSN - ABOS - Awareness Kanto","Broad Tokyo + Kanagawa + Saitama","Hello Tokyo",2025-11-22,not_delivering,ad,214,220,1.02803738,"7-day click or 1-day view",Reach,214,28,130.8411215,2025-11-22,2025-11-27,0,0,,127.27272727,,,,,,,,,0,,,2025-11-22,2025-11-22
